bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr1951-115,,,,,"The bill regulates the compensation, travel expenses, and post-employment lobbying restrictions of Members of Congress and legislative branch employees, which are government entities, not private non-governmental employers."
hr4423-114,,,,,"The bill directs the Department of Energy to conduct research and development for wind energy technologies and does not impose any obligations on private employers regarding wages, hours, or benefits."
hr5689-115,,,,,"The bill directs the Department of Defense to add names to the Vietnam Veterans Memorial, which is a matter of military recognition and does not involve private employer wage, hour, or benefit obligations."
s2168-112,,,,,"The bill amends the National Labor Relations Act to redefine 'supervisor' for collective bargaining purposes, which relates to labor-management relations and unionization rights rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr3688-115,,,,,"The bill concerns the transfer of federal land jurisdiction to a Native American tribe and does not regulate private employer wage, hour, or benefit obligations."
s2040-114,,,,,"The bill addresses civil liability for acts of international terrorism and foreign sovereign immunity, which does not involve private employer wage, hour, or benefit obligations."
s2799-114,,,,,"The bill establishes a voluntary patient registry for cancer data among firefighters administered by the CDC, which is a public health research initiative and does not impose wage, hour, or benefit obligations on private employers."
s3467-111,,,,,"The bill focuses on developing a federal strategy to prevent drug trafficking across the northern border, which is a matter of national security and law enforcement, not private employer wage, hour, or benefit obligations."
s2068-115,,,,,"The bill focuses on federal land management, wildfire prevention, and environmental regulations for the Forest Service and Bureau of Land Management, involving no private employer wage, hour, or benefit obligations."
hr5721-111,,,,,"The bill designates a USPS facility name, which is a government operations matter involving a federal agency, not private employer wage, hour, or benefit obligations."
s2173-113,,,,,"The bill focuses on administrative procedures for individual enrollment in health insurance exchanges under the ACA, rather than imposing obligations on private employers regarding their group health plans or other wage/hour/benefit misconduct."
hr4824-111,,,,,"The bill concerns the conveyance of federal land to a religious organization and does not regulate private employer wage, hour, or benefit obligations."
hr4777-113,,,,,"The bill modifies tax rules for Health Savings Accounts (HSAs), which are individual tax-advantaged accounts, rather than imposing obligations on private employers regarding group health plans, wages, or benefits under ERISA or the FLSA."
hr2951-112,,,,,"The bill directs the Department of Health and Human Services to conduct and fund stem cell research; it does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
hr2508-115,,,,,"The bill addresses immigration removal proceedings and judicial discretion regarding alien parents of U.S. citizen children, which does not involve private employer wage, hour, or benefit obligations."
hr4840-115,,,,,"The bill designates a USPS facility name in tribute to a military service member; it does not regulate private employer wage, hour, or benefit obligations."
hr2061-113,,,,,"The bill focuses on federal spending transparency, government accounting standards, and the operation of USASpending.gov, rather than regulating private employer wage, hour, or benefit obligations."
hr5577-113,,,,,"The bill addresses origination fees for Federal Direct Student Loans, which are government-administered financial aid programs, not private employer wage, hour, or benefit obligations."
hr6327-114,,,,,"The bill amends Title 5 of the U.S. Code to include the Department of Labor in regulatory flexibility analyses, which concerns government administrative procedures and does not impose obligations on private employers regarding wages, hours, or benefits."
hr3662-112,,,,,"The bill addresses federal government workforce reductions and budget sequestration offsets, which involves public-sector employment and government operations rather than private employer wage, hour, or benefit obligations."
s1606-113,,,,,"The bill designates a Department of Veterans Affairs clinic, which is a government entity, and does not regulate private employer wage, hour, or benefit obligations."
hr5664-111,,,,,"The bill addresses eligibility for state high-risk health insurance pools and COBRA continuation coverage, which are insurance market mechanisms and individual rights rather than direct obligations imposed on private employers regarding their group health plans or wage/hour conduct."
hr323-116,,,,,"The bill provides a tax credit to individual taxpayers for dependent care expenses to enable gainful employment, which is a general family policy and individual tax benefit, not a regulation of private employer wage, hour, or benefit obligations."
hr4699-114,,,,,"The bill establishes a tax-exempt savings account for individuals to fund parental leave, which is a general tax and family policy measure rather than a regulation of private employer wage, hour, or benefit obligations."
hr1490-116,,,,,"The bill addresses Temporary Assistance for Needy Families (TANF), which is a public assistance program administered by the government, not a private employer wage, hour, or benefit obligation."
hr5027-113,,,,,"The bill focuses on energy efficiency standards, building codes, and DOE technical assistance for states and tribes, rather than regulating private employer wage, hour, or benefit obligations."
s64-113,,,,,"The bill regulates employment practices within Congressional committees and political action committees, which are government or political entities, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit misconduct."
s2869-114,,,,,"The bill primarily modifies tax treatment for 529 college savings plans and allows rollovers to Roth IRAs or ABLE accounts, which are individual tax-advantaged savings vehicles rather than private employer wage, hour, or benefit obligations under ERISA, FLSA, or FMLA."
hr3137-114,,,,,"The bill concerns federal-Indian relations and the reaffirmation of trust status for tribal lands, which does not involve private employer wage, hour, or benefit obligations."
hr6109-114,,,,,"The bill amends Medicare and Medicaid provisions to adjust government reimbursement rates, out-of-pocket limits, and eligibility criteria for beneficiaries, which constitutes regulation of public benefit programs rather than imposing obligations on private employers regarding wages, hours, or employer-sponsored benefits."
s3351-111,,,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations."
hr4804-112,,,,,"The bill suspends duties on electric skillets, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr2212-114,,,,,"The bill concerns the transfer of federal lands into trust for a Native American tribe and regulates gaming on those lands; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr1865-115,,,,,"The bill addresses criminal liability and civil enforcement for sex trafficking and prostitution via online platforms, which falls under crime and law enforcement rather than private employer wage, hour, or benefit obligations."
hr2174-113,,,,,"The bill focuses on environmental restoration, water quality monitoring, and federal agency coordination for the Long Island Sound, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr5784-115,,,,,"The bill designates a USPS facility name, which is a government operations matter involving a federal agency, not a regulation of private employer wage, hour, or benefit obligations."
hr2357-116,,,,,"The bill regulates foreign civil aircraft cargo operations in Puerto Rico and does not impose any wage, hour, or benefit obligations on private employers."
hr4446-111,,,,,"The bill focuses on strengthening juvenile and family courts through grants for training and technical assistance for judicial and legal personnel, rather than regulating private employer wage, hour, or benefit obligations."
s2529-115,,,,,"The bill adjusts premium assistance tax credits for individuals purchasing health insurance on exchanges, which is a general tax and family policy measure unrelated to private employer wage, hour, or benefit obligations."
s2714-114,,,,,"The bill concerns the oversight structure of a federal agency (OPM's National Background Investigation Bureau) and assigns Inspector General duties to the Department of Defense; it does not regulate private employer wage, hour, or benefit obligations."
s1468-113,,,,,"The bill establishes a federal program for manufacturing innovation and workforce development through the Department of Commerce, but it does not impose direct wage, hour, or benefit obligations on private employers, nor does it regulate private employer conduct regarding compensation or benefits."
hr2566-112,,,,,"The bill establishes inspection fees for Outer Continental Shelf facilities and creates a government enforcement fund, which relates to environmental and regulatory compliance rather than private employer wage, hour, or benefit obligations."
hr1307-112,,,,,"The bill nullifies an executive order regarding language access for government services and prohibits federal funds for its enforcement; it does not regulate private employer wage, hour, or benefit obligations."
hr764-114,,,,,"The bill concerns international trade agreements, tariffs, and market access barriers, which are unrelated to private employer wage, hour, or benefit obligations."
hr2545-113,,,,,"The bill adjusts Medicare physician payment rates and establishes an advisory panel for valuation processes, which constitutes setting government reimbursement rates rather than regulating private employer wage or benefit obligations."
hr6184-111,,,,,"The bill concerns the Water Resources Development Act and the acceptance of funds by the Secretary of the Army to expedite permit evaluations for non-Federal public entities; it does not regulate private employer wage, hour, or benefit obligations."
s3502-114,,,,,"The bill focuses on performance metrics and bonus structures for the FAA Chief NextGen Officer, a federal government employee, and does not regulate private employer wage, hour, or benefit obligations."
sjres11-115,,,,,"The bill nullifies a Bureau of Land Management rule regarding oil and gas waste prevention and royalties, which relates to environmental regulation and energy policy rather than private employer wage, hour, or benefit obligations."
hr4184-114,,,,,"The bill primarily addresses food waste reduction, agricultural conservation, and tax deductions for charitable food donations, which are general tax incentives and environmental policies rather than regulations of private employer wage, hour, or benefit obligations."
hr2800-112,,,,,"The bill reauthorizes a federal grant program for locating missing Alzheimer's patients and does not impose any obligations on private employers regarding wages, hours, or benefits."
s2735-114,,,,,"The bill focuses on criminal law enforcement regarding explosives and firearms, not on private employer wage, hour, or benefit obligations."
hr6106-111,,,,,"The bill directs the Secretary of Education to establish a clearinghouse for ocean lifeguard training best practices, which relates to vocational education and public safety rather than private employer wage, hour, or benefit obligations."
hr2996-114,,,,,"The bill amends the Stafford Act to define wildfire on federal lands as a major disaster and authorizes federal funding for suppression operations; it does not regulate private employer wage, hour, or benefit obligations."
s3060-111,,,,,"The bill focuses on nuclear energy policy, regulatory standards for thorium fuel, and nonproliferation, with no provisions regulating private employer wage, hour, or benefit obligations."
s827-112,,,,,"The bill concerns federal education funding and state performance agreements under the Elementary and Secondary Education Act, which does not involve private employer wage, hour, or benefit obligations."
hr2912-116,,,,,"The bill offers a tax credit for hiring workers from a specific group (military spouses), which is explicitly excluded as it incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit compliance obligations."
hr4412-112,,,,,"The bill extends a temporary reduction of duty on dyed acrylic staple fibers, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
s2976-113,,,,,"The bill regulates derivatives clearing requirements under the Commodity Exchange Act and Securities Exchange Act, which pertains to financial market regulation rather than private employer wage, hour, or benefit obligations."
hr3895-112,,,,,"The bill addresses budget sequestration exemptions for VA healthcare programs, which are government-administered benefits for veterans, not private employer wage, hour, or benefit obligations."
hr4414-115,,,,,"The bill modifies the Federal Pell Grant program by converting uncompleted grants into loans for students; it does not regulate private employer wage, hour, or benefit obligations."
s3449-114,,,,,"The bill prohibits the trafficking of cultural property from Iraq and Syria and establishes a labeling program for customs enforcement; it does not regulate private employer wage, hour, or benefit obligations."
s3339-112,,,,,"The bill addresses immigration and asylum procedures for Indonesian citizens, which does not involve private employer wage, hour, or benefit obligations."
hr2879-115,,,,,"The bill focuses on federal funding apportionments, environmental review processes, and infrastructure development for general aviation airports; it does not impose wage, hour, or benefit obligations on private employers."
hr5254-114,,,,,"The bill provides a personal tax credit to senior citizens for home modifications, which is a general tax and family policy measure unrelated to private employer wage, hour, or benefit obligations."
s2543-114,,,,,"The bill directs the FDA to amend its mission statement regarding opioid regulation, which concerns public health policy and government agency operations rather than private employer wage, hour, or benefit obligations."
hr5811-112,,,,,"The bill suspends duties on parts of cupping presses, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr2194-115,,,,,"The bill regulates the FDA's authority over e-cigarettes and e-liquids, focusing on product safety, manufacturing standards, and advertising restrictions, rather than private employer wage, hour, or benefit obligations."
hr2987-113,,,,,"The bill adjusts tax credits for wind energy production, which is an environmental and energy policy measure unrelated to private employer wage, hour, or benefit obligations."
hr2029-114,,,,,"The bill is a consolidated appropriations act primarily funding federal agencies (USDA, FDA, VA, etc.) and extending expiring tax provisions; it does not impose new obligations on private employers regarding wages, hours, or benefits, nor does it introduce specific tax credits tied to employer wage/benefit compliance."
hr5635-112,,,,,"The bill suspends duties on imported rolling duffel bags, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s2108-115,,,,,"The bill amends the Harmonized Tariff Schedule to modify duty rates on imported goods, which relates to foreign trade and customs enforcement rather than private employer wage, hour, or benefit obligations."
hr1180-112,,,,,"The bill establishes tax-advantaged savings accounts for small business start-up expenses (e.g., equipment, marketing, incorporation fees) rather than regulating private employer wage, hour, or benefit obligations toward employees; it does not impose mandatory conduct requirements on employers regarding worker compensation or benefits."
hr4733-111,,,,,"The bill regulates federal procurement standards for animal welfare, not private employer wage, hour, or benefit obligations."
s1286-113,,,,,"The bill adjusts Medicaid payment rates to incentivize the adoption of electronic health records by safety net clinics, which constitutes a government reimbursement policy rather than a regulation of private employer wage, hour, or benefit obligations."
hr635-116,,,,,"The bill establishes a grant program for the Department of State to preserve Muhammad Ali's legacy, which does not involve private employer wage, hour, or benefit obligations."
s1866-114,,,,,"The bill focuses on SBA entrepreneurship training and outreach programs for veterans and small business owners, which does not impose wage, hour, or benefit obligations on private employers."
hr3557-115,,,,,"The bill amends Title 38 to modify the Department of Veterans Affairs Education Debt Reduction Program for VA employees, which involves government employee compensation and benefits rather than private employer wage, hour, or benefit obligations."
hr2822-112,,,,,"The bill regulates the residency requirements for federal officials (U.S. Attorneys and U.S. Marshals) in the Northern Mariana Islands, which involves government personnel management rather than private employer wage, hour, or benefit obligations."
hr2085-114,,,,,"The bill concerns the transfer of ownership of a federal water and power project to local providers, which is a matter of water resources development and federal asset management, not private employer wage, hour, or benefit obligations."
s531-114,,,,,"The bill regulates health insurance issuers and individual market plans (catastrophic plans) under the ACA, rather than imposing obligations on private employers regarding their employee-sponsored group health or welfare benefit plans under ERISA."
s2178-112,,,,,"The bill focuses on the management and disposal of underutilized federal real property by government agencies, which does not involve private employer wage, hour, or benefit obligations."
s2436-114,,,,,"The bill addresses the financial stability and debt collection litigation stay for the government of Puerto Rico, a U.S. territory, and does not regulate private employer wage, hour, or benefit obligations."
hr1689-115,,,,,"The bill regulates the use of eminent domain by state and local governments for economic development, which is a matter of property rights and government liability, not private employer wage, hour, or benefit obligations."
hr5606-112,,,,,"The bill suspends import duties on children's wallets, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr6344-112,,,,,"The bill concerns the conveyance of federal lands to local governments for community development and does not regulate private employer wage, hour, or benefit obligations."
s2343-112,,,,,"The bill primarily addresses federal student loan interest rates and self-employment tax definitions for S-corporation shareholders, neither of which involves private employer wage, hour, or benefit obligations under FLSA, ERISA, WARN, or FMLA."
hr4843-111,,,,,"The bill adjusts Department of Defense funding shares for the National Guard Youth Challenge Program, which is a government-administered youth training initiative, and does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr2513-115,,,,,"The bill addresses firearm possession rights for law enforcement officers in school zones, which is unrelated to private employer wage, hour, or benefit obligations."
hr2588-112,,,,,"The bill authorizes the sale of federal lands to reduce the budget deficit and does not regulate private employer wage, hour, or benefit obligations."
hr201-112,,,,,"The bill addresses public housing and Section 8 voucher administration under the United States Housing Act, which involves government-administered benefits and housing authorities rather than private employer wage, hour, or benefit obligations."
s2675-112,,,,,"The bill suspends duties on a specific chemical product (Ancamine 2422 Curing Agent) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr2181-113,,,,,"The bill sets qualification standards for food service directors in Medicare/Medicaid facilities, which relates to healthcare quality and government reimbursement rules rather than private employer wage, hour, or benefit obligations."
hr2894-113,,,,,"The bill addresses health benefits for former Members of Congress under the Federal Employees Health Benefits Program (FEHBP), which involves public-sector/government employee benefits rather than private employer obligations."
s2229-114,,,,,"The bill directs audits of the Department of Veterans Affairs, a government agency, regarding access to care for veterans; it does not regulate private employer wage, hour, or benefit obligations."
hjres16-113,,,,,"The bill proposes a constitutional amendment to repeal the Sixteenth Amendment (income tax), which is a general taxation matter and does not regulate private employer wage, hour, or benefit obligations."
hr4700-111,,,,,"The bill primarily regulates health care pricing transparency for providers, insurers, and manufacturers, rather than imposing obligations on private employers regarding their employee benefit plans under ERISA or wage/hour compliance."
s2233-112,,,,,"The bill focuses on immigration policy, visa processing fees, and tourism promotion, and does not regulate private employer wage, hour, or benefit obligations."
s2732-113,,,,,"The bill adjusts the asset threshold for CFPB supervision of depository institutions, which relates to financial regulation and consumer protection rather than private employer wage, hour, or benefit obligations."
hr3353-115,,,,,"The bill is an appropriations measure for the Department of Transportation and HUD, primarily funding government agencies and programs; it does not impose new substantive obligations on private employers regarding wages, hours, or benefits, nor does it introduce qualifying tax credits."
hr1057-115,,,,,"The bill regulates customs enforcement, postal shipments, and user fees for the U.S. Postal Service and foreign operators, which does not involve private employer wage, hour, or benefit obligations."
s2412-114,,,,,"The bill establishes a National Historic Site and manages federal land resources; it does not regulate private employer wage, hour, or benefit obligations."
s2020-113,,,,,"The bill concerns the political status and statehood admission process for Puerto Rico, which is a matter of government operations and territorial status, not private employer wage, hour, or benefit obligations."
hr2662-113,,,,,"The bill focuses on family engagement in K-12 education and authorizes grants to local educational agencies and nonprofit organizations; it does not regulate private employer wage, hour, or benefit obligations."
hr1712-114,,,,,"The bill exempts broadband providers from federal universal service contributions, which is a telecommunications regulatory and funding issue, not a private employer wage, hour, or benefit obligation."
hr997-114,,,,,"The bill establishes English as the official language of the United States and sets naturalization requirements; it does not regulate private employer wage, hour, or benefit obligations."
s1902-114,,,,,"The bill extends federal financing for state-administered short-time compensation programs, which are public unemployment insurance mechanisms rather than direct regulations of private employer wage, hour, or benefit obligations."
hr783-113,,,,,"The bill concerns U.S. diplomatic relations and nuclear nonproliferation efforts with Iran, involving the Department of State and the President, and does not regulate private employer wage, hour, or benefit obligations."
hr4298-112,,,,,"The bill concerns the Federal Black Lung Benefits Program, which is a government-administered trust fund and benefit program, not private employer wage, hour, or benefit obligations; therefore, it does not qualify under the exclusion for bills financing government trust funds or addressing public assistance programs."
hr4624-112,,,,,"The bill regulates the registration and oversight of investment advisers under the Investment Advisers Act of 1940, which pertains to financial services regulation and securities law, not private employer wage, hour, or benefit obligations."
s558-112,,,,,"The bill concerns international arms control and military operations regarding cluster munitions, which does not involve private employer wage, hour, or benefit obligations."
s2432-112,,,,,"The bill extends a temporary suspension of duty on Helional, which is a matter of foreign trade and tariff policy, not private employer wage, hour, or benefit obligations."
s282-115,,,,,"The bill focuses on renewable energy development on public lands, Department of the Interior funding, and environmental conservation, with no provisions regulating private employer wage, hour, or benefit obligations."
s1870-112,,,,,"The bill concerns the transfer of federal real property for a museum and the consolidation of government agency facilities, involving no private employer wage, hour, or benefit obligations."
hr4780-111,,,,,"The bill concerns national security intelligence sharing regarding Department of Defense personnel and contractors, not private employer wage, hour, or benefit obligations."
hr5448-111,,,,,"The bill addresses the distribution of late collections for the Federal Perkins Loan program under the Higher Education Act, which concerns federal student aid administration and government lending rather than private employer wage, hour, or benefit obligations."
s3860-111,,,,,"The bill concerns the management and oversight of Arlington National Cemetery, a federal government facility, and does not regulate private employer wage, hour, or benefit obligations."
hr796-115,,,,,"The bill regulates lobbying activities and post-employment restrictions for former government officials, which falls under government ethics and operations rather than private employer wage, hour, or benefit obligations."
hr283-115,,,,,"The bill modifies tax penalties for individual 529 plan distributions used for student loans, which is a personal tax policy matter and does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
s3409-111,,,,,"The bill amends requirements for a government report on propane prices and does not impose any obligations on private employers regarding wages, hours, or benefits."
s2054-116,,,,,"The bill awards a Congressional Gold Medal to individuals killed in the Benghazi attack and does not regulate private employer wage, hour, or benefit obligations."
s3065-112,,,,,"The bill adjusts import duties on sports footwear under the Harmonized Tariff Schedule, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr3349-115,,,,,"The bill provides a tax deduction for business capital expenditures related to energy efficiency (mechanical insulation), which is a general business investment incentive unrelated to private employer wage, hour, or benefit obligations."
sjres3-114,,,,,"The bill concerns the reappointment of a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and federal appointments, not private employer wage, hour, or benefit obligations."
hr3975-114,,,,,"The bill provides tax credits to individual veterans for home purchases and accessibility improvements, which is a general tax or family policy benefit unrelated to private employer wage, hour, or benefit obligations."
hr2777-112,,,,,"The bill authorizes the posthumous award of the Medal of Honor to a U.S. Army soldier, which is a military recognition matter and does not involve private employer wage, hour, or benefit obligations."
hr2986-115,,,,,"The bill regulates the health insurance options available to Members of Congress, who are government employees, rather than imposing obligations on private non-governmental employers regarding their workforce."
hr3491-113,,,,,"The bill primarily regulates internet gambling taxation and allocates revenues to government trust funds for foster care assistance and heritage programs; it does not impose wage, hour, or benefit obligations on private employers."
hr4885-115,,,,,"The bill directs a study on racial disparities in auto insurance costs and payouts, which relates to insurance market regulation and consumer protection rather than private employer wage, hour, or benefit obligations under FLSA, ERISA, WARN, or FMLA."
hr2139-112,,,,,"The bill authorizes the minting of commemorative coins and directs surcharges to a charitable foundation; it does not regulate private employer wage, hour, or benefit obligations."
s1682-114,,,,,"The bill concerns international sanctions against Iran and Treasury reporting requirements, which are matters of foreign policy and national security, not private employer wage, hour, or benefit obligations."
hr4270-115,,,,,"The bill concerns Federal Reserve monetary policy transparency and reporting requirements, which are unrelated to private employer wage, hour, or benefit obligations."
hr1224-115,,,,,"The bill focuses on federal agency cybersecurity standards and audits under NIST, involving government entities rather than private employer wage, hour, or benefit obligations."
hr4085-113,,,,,"The bill addresses state income tax jurisdiction over nonresident telecommuters, which is a matter of state taxation policy rather than private employer wage, hour, or benefit obligations."
s768-113,,,,,"The bill addresses the taxation of gold and silver coins as legal tender, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
s1917-113,,,,,"The bill addresses sexual assault prevention and response within the U.S. Armed Forces, which is a government entity; it does not regulate private employer wage, hour, or benefit obligations."
s1987-115,,,,,"The bill concerns the conveyance of federal land to the State of Iowa and the provision of information regarding national historic trails, which does not involve private employer wage, hour, or benefit obligations."
hr2015-116,,,,,"The bill addresses criminal enforcement and technical regulations regarding robocalls under the Communications Act, which does not involve private employer wage, hour, or benefit obligations."
hr2208-116,,,,,"The bill focuses on aviation safety, specifically requiring training for flight attendants and pilots and installing carbon monoxide detectors, which relates to workplace safety and environmental hazards rather than private employer wage, hour, or benefit obligations."
s1051-113,,,,,"The bill regulates procurement standards for military footwear under Title 37 (Armed Forces), involving government procurement and military personnel allowances rather than private employer wage, hour, or benefit obligations."
hr6280-111,,,,,"The bill designates public lands in Colorado as wilderness areas and special management areas, which relates to natural resource conservation and land use rather than private employer wage, hour, or benefit obligations."
hr3395-114,,,,,"The bill focuses on firearm regulation, background check records, and inventory requirements for licensed dealers, which does not involve private employer wage, hour, or benefit obligations."
hr5336-111,,,,,"The bill focuses on federal grants to Local Educational Agencies (LEAs) for teacher quality improvement, induction, and evaluation systems; LEAs are public-sector entities, and the bill does not regulate private employer wage, hour, or benefit obligations."
hr2687-112,,,,,"The bill authorizes the Secretary of the Interior to lease federal land to a private association, which is a public lands management issue and does not regulate private employer wage, hour, or benefit obligations."
hr143-112,,,,,"The bill repeals the federal estate tax and adjusts basis rules for inheritance, which are general tax provisions unrelated to private employer wage, hour, or benefit obligations."
hr3938-115,,,,,"The bill directs the FAA to commission a study on the health impacts of air traffic noise and pollution, which is a matter of environmental health and government oversight, not private employer wage, hour, or benefit obligations."
hjres81-112,,,,,"The bill proposes a constitutional amendment to limit federal government spending and reduce the national debt; it does not regulate private employer wage, hour, or benefit obligations."
s2101-113,,,,,"The bill amends the Interstate Land Sales Full Disclosure Act regarding condominium sales, which relates to real estate consumer protection and disclosure, not private employer wage, hour, or benefit obligations."
hr7110-115,,,,,"The bill directs the USDA to establish prize competitions for agricultural mechanization and does not impose any obligations on private employers regarding wages, hours, or benefits."
s729-113,,,,,"The bill focuses on establishing a DOJ task force to investigate and prosecute individuals illegally purchasing firearms, which relates to crime and law enforcement rather than private employer wage, hour, or benefit obligations."
s3782-111,,,,,"The bill extends authority for the Secretary of the Navy to enter into multiyear contracts for military aircraft procurement, which is a matter of national defense and government contracting, not private employer wage, hour, or benefit obligations."
hjres76-115,,,,,"The bill establishes a safety commission for a public transit authority (WMATA) and does not regulate private employer wage, hour, or benefit obligations."
hr3302-112,,,,,"The bill primarily addresses energy production, oil and gas leasing, nuclear regulation, and environmental policy, without imposing direct wage, hour, or benefit obligations on private employers."
s939-114,,,,,"The bill requires the Department of Energy to evaluate and consolidate its own green building programs; it does not regulate private employer wage, hour, or benefit obligations."
hr4505-115,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to establish and update the salary threshold for overtime exemptions, directly regulating private employer obligations regarding overtime pay."
hr3807-113,,,,,"The bill addresses retired pay adjustments for members of the Armed Forces, which constitutes government military compensation rather than private employer wage or benefit obligations."
hr3094-114,,,,,"The bill concerns the management of red snapper fisheries and the transfer of authority to state agencies, which is unrelated to private employer wage, hour, or benefit obligations."
hr4168-112,,,,,"The bill directs a federal commission to maintain a veterans' cemetery, which is a government service and does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr2166-114,,,,,"The bill addresses a tax exclusion for individuals regarding the discharge of mortgage debt on a principal residence, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4932-114,,,,,"The bill regulates telecommunications providers and consumer protection regarding caller ID and robocalls, which does not involve private employer wage, hour, or benefit obligations."
s2956-111,,,,,"The bill authorizes a water rights settlement for a Native American tribe and establishes a government trust fund, involving no private employer wage, hour, or benefit obligations."
hr1520-112,,,,,"The bill focuses on offshore drilling safety equipment and environmental management systems, which relates to environmental and workplace safety regulations rather than private employer wage, hour, or benefit obligations."
hr5841-111,,,,,"The bill authorizes the Department of Veterans Affairs to establish public-private partnerships for PTSD treatment and research, which involves government-funded healthcare services and research administration rather than regulating private employer wage, hour, or benefit obligations."
hr4880-115,,,,,"The bill modifies boundaries of a federal coastal barrier resource system in Delaware, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
s526-113,,,,,"The bill addresses tax deductions for charitable conservation contributions, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2005-114,,,,,"The bill regulates drug manufacturer rebates to the federal government under Medicare Part D and Medicaid, which are government reimbursement programs, not private employer wage, hour, or benefit obligations."
hr2092-114,,,,,"The bill regulates the privacy and data security practices of online service operators regarding student information, which falls under consumer protection and education policy, not private employer wage, hour, or benefit obligations."
s387-113,,,,,"The bill establishes a federal infrastructure investment fund and grant program, which is a government spending and procurement initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr2007-113,,,,,"The bill amends the Consolidated Farm and Rural Development Act regarding loan guarantees for agricultural borrowers, which is a matter of federal agricultural credit policy and does not impose wage, hour, or benefit obligations on private employers."
hr2095-115,1.0,Wage Hour & Benefits,enforcement,wage_hour,"Amends the Fair Labor Standards Act to prohibit wage discrimination based on sex, race, or national origin and restricts employer retaliation against employees discussing wages, directly regulating private employer wage obligations."
hr5066-115,,,,,"The bill establishes a grant program for state departments of agriculture to conduct research on tropical flowers, which does not involve private employer wage, hour, or benefit obligations."
hr227-112,,,,,"The bill focuses on firearm safety, age restrictions for gun ownership, and criminal penalties for unsafe storage, which are unrelated to private employer wage, hour, or benefit obligations."
hr5765-113,,,,,"The bill reauthorizes a federal grant program for Native American language preservation administered by HHS, which does not regulate private employer wage, hour, or benefit obligations."
s311-116,,,,,"The bill establishes criminal and civil liability for healthcare practitioners regarding the care of children born alive after an abortion, which relates to medical ethics and criminal law rather than private employer wage, hour, or benefit obligations."
hr2135-115,,,,,"The bill designates public lands as wilderness and wild and scenic rivers, focusing on environmental conservation and natural resource management rather than private employer wage, hour, or benefit obligations."
s667-114,,,,,"The bill addresses religious exemptions for child welfare service providers regarding federal funding and state compliance, which falls under social welfare and civil rights rather than private employer wage, hour, or benefit obligations."
s1490-113,,,,,"The bill delays the effective date of the Affordable Care Act, which primarily regulates insurance markets and individual mandates rather than imposing direct new obligations on private employers regarding their group health plans under ERISA; it does not address wage, hour, or specific employer benefit misconduct."
hr5103-112,,,,,"The bill adjusts the boundary of a National Battlefield Park and authorizes land acquisition by the Secretary of the Interior; it does not regulate private employer wage, hour, or benefit obligations."
s205-114,,,,,"The bill focuses on developing and disseminating training best practices for healthcare professionals to recognize human trafficking victims, which is a public health and safety initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr980-114,,,,,"The bill regulates environmental discharges from vessels and establishes standards for the Coast Guard, which does not involve private employer wage, hour, or benefit obligations."
hr5396-113,,,,,"The bill regulates mortgage servicers regarding foreclosure alternatives and rental agreements, which constitutes housing finance and consumer protection policy rather than private employer wage, hour, or benefit obligations."
hr1673-115,,,,,"The bill establishes a trust fund for water and sewer infrastructure and provides grants to municipalities and schools, which does not impose wage, hour, or benefit obligations on private non-governmental employers."
s265-114,,,,,"The bill primarily concerns education policy, including school choice scholarships and special education funding, and does not impose obligations on private employers regarding wages, hours, or benefits."
hr5136-112,,,,,"The bill suspends duties on banana jack connectors, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr741-112,,,,,"The bill regulates drug marketing practices under the Federal Food, Drug, and Cosmetic Act and does not impose obligations on private employers regarding wages, hours, or employee benefit plans."
