bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr4831-112,,,,,"The bill suspends import duties on Ammonium polyphosphate, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
s3256-114,,,,,"The bill concerns U.S. foreign assistance policy for basic education in developing countries and does not regulate private employer wage, hour, or benefit obligations."
hr954-114,,,,,"The bill provides a tax exemption from the individual mandate penalty for individuals whose CO-OP health coverage was terminated; it does not impose obligations on private employers regarding wages, hours, or employer-sponsored benefit plans."
s826-113,,,,,"The bill focuses on excise taxation, customs enforcement, and anti-smuggling measures for tobacco products, which does not involve private employer wage, hour, or benefit obligations."
hr2014-115,,,,,"The bill primarily imposes an excise tax on greenhouse gas emissions and reduces corporate income tax rates, which are general tax and environmental policies rather than regulations of private employer wage, hour, or benefit obligations. The provision allowing the Department of Labor to use a small portion of revenues to assist displaced coal workers is a government-funded assistance program, not a regulation of private employer misconduct or obligations."
s37-114,,,,,"The bill focuses on public school accountability, resource equity, and student achievement standards under the Elementary and Secondary Education Act, which involves government-funded educational institutions rather than private employer wage, hour, or benefit obligations."
hr5648-111,,,,,"The bill addresses criminal penalties for unauthorized fees charged to veterans, which falls under fraud offenses and veterans' affairs rather than private employer wage, hour, or benefit obligations under FLSA, ERISA, or FMLA."
s2982-111,,,,,"The bill focuses on international foreign aid, human rights, and government agency strategies to combat violence against women abroad, rather than regulating private employer wage, hour, or benefit obligations."
hr2414-113,,,,,"The bill regulates automobile manufacturers regarding consumer privacy and data recording devices, which does not involve private employer wage, hour, or benefit obligations."
hr5254-112,,,,,"The bill suspends duties on a specific chemical product (Efka 6225) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
s2985-111,,,,,"The bill establishes a tax-advantaged savings account for small business startup expenses (e.g., equipment, marketing, incorporation fees), which is a general business investment and tax policy measure, not a regulation of private employer wage, hour, or benefit obligations toward employees."
hr25-115,,,,,"The bill is a general tax reform proposal replacing income and employment taxes with a national sales tax; it does not regulate private employer wage, hour, or benefit obligations, nor does it introduce tax credits specifically tied to employer compliance with wage or benefit laws."
s2088-113,,,,,"The bill regulates the exportation of natural gas and environmental assessments under the Natural Gas Act, which does not involve private employer wage, hour, or benefit obligations."
hr5127-112,,,,,"The bill concerns the suspension of import duties on a specific chemical product (coarse yttrium oxide phosphor) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr1632-112,,,,,"The bill designates a USPS facility name in tribute to a military service member; it does not regulate private employer wage, hour, or benefit obligations."
hr3990-114,,,,,"The bill provides grants to universities for business incubators and does not regulate private employer wage, hour, or benefit obligations."
hr2915-112,,,,,"The bill repeals borrowing authority for the Western Area Power Administration, a federal government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr161-112,,,,,"The bill provides a personal income tax deduction for Head Start teachers for classroom supplies, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
hr4435-113,,,,,"The bill is a National Defense Authorization Act that primarily authorizes appropriations for military activities, procurement, and personnel strengths for the Department of Defense; it does not regulate private employer wage, hour, or benefit obligations."
hr481-112,,,,,"The bill provides a tax credit for conservation contributions related to National Scenic Trails, which is a general environmental and land conservation policy unrelated to private employer wage, hour, or benefit obligations."
s2237-114,,,,,"The bill focuses on drug policy and the Controlled Substances Act, removing marijuana from Schedule I, and does not regulate private employer wage, hour, or benefit obligations."
hr4971-112,,,,,"The bill regulates coverage requirements for multi-state qualified health plans in Exchanges and directs the Office of Personnel Management (OPM) regarding federal contracts, but it does not impose new mandatory obligations on private employers as sponsors of group health plans under ERISA; it primarily addresses insurance market rules and federal procurement standards rather than private employer wage, hour, or benefit misconduct."
hr4164-115,,,,,"The bill addresses water rights for industrial hemp cultivation and does not regulate private employer wage, hour, or benefit obligations."
hr3995-114,,,,,"The bill authorizes the award of the Medal of Honor to a military service member, which is a matter of military recognition and does not involve private employer wage, hour, or benefit obligations."
s32-114,,,,,"The bill addresses transnational drug trafficking and intellectual property crimes, which are unrelated to private employer wage, hour, or benefit obligations."
hr4399-113,,,,,"The bill addresses performance appraisal systems and compensation for senior executives, physicians, and dentists within the Department of Veterans Affairs, which is a government agency; it does not regulate private employer wage, hour, or benefit obligations."
hr2035-114,,,,,"The bill primarily adjusts Medicare reimbursement rates and beneficiary cost-sharing for colorectal screening, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
s515-116,,,,,"The bill addresses tax administration and the definition of marital status for tax purposes, rather than imposing obligations on private employers regarding wages, hours, or benefit plan administration."
s22-112,,,,,"The bill provides a tax deduction for individual homeowners regarding real property taxes, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr3785-115,,,,,"The bill establishes a pilot program for middle school career and technical education through grants to educational agencies, which is an education policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr812-113,,,,,"The bill regulates institutions of higher education regarding campus sexual violence reporting and prevention, which does not involve private employer wage, hour, or benefit obligations under FLSA, ERISA, WARN, or FMLA."
s2345-113,,,,,"The bill amends tax-exempt bond volume caps for water and sewage infrastructure, which is a matter of state and local finance and infrastructure development, not private employer wage, hour, or benefit obligations."
hr6243-111,,,,,"The bill addresses federal sovereign immunity and liability for damages related to ethanol fuel, which does not involve private employer wage, hour, or benefit obligations."
hr5325-113,1.0,Wage Hour & Benefits,tax_credit_introduction,wage_hour,"Introduces a tax credit for employer-provided job training expenses, which qualifies under the specific exception for credits tied to employer-provided job training."
hr2885-113,,,,,"The bill provides a general tax exclusion for capital gains, which is a broad tax policy measure unrelated to private employer wage, hour, or benefit obligations."
hr202-115,,,,,"The bill primarily addresses housing discrimination and landlord obligations under the Fair Housing Act, which falls outside the scope of private employer wage, hour, or benefit misconduct (FLSA, ERISA, FMLA, WARN)."
s104-112,,,,,"The bill concerns environmental regulations regarding oil spill prevention for the dairy industry, which does not involve private employer wage, hour, or benefit obligations."
hr6172-112,,,,,"The bill regulates EPA authority regarding carbon dioxide emissions standards for fossil fuel-fired electric utilities, which is an environmental protection issue unrelated to private employer wage, hour, or benefit obligations."
hr1879-112,,,,,"The bill appropriates federal funds for ferry infrastructure and establishes a research institute, which are government spending and transportation policy measures that do not regulate private employer wage, hour, or benefit obligations."
hr3104-115,,,,,"The bill establishes a USDA grant program to support grocery stores in underserved communities and includes voluntary hiring preferences for local workers, but it does not impose mandatory wage, hour, or benefit obligations on private employers, nor does it introduce tax credits tied to such obligations."
hr1695-113,,,,,"The bill addresses federal criminal sentencing procedures and judicial discretion, which does not involve private employer wage, hour, or benefit obligations."
hr3271-113,,,,,"The bill addresses compensation for federal employees and military personnel, which are government entities, not private non-governmental employers; therefore, it does not involve private employer wage or benefit misconduct."
hr3921-112,,,,,"The bill extends a suspension of duty on a specific chemical product under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr3956-114,,,,,"The bill directs the Department of Veterans Affairs, a federal government agency, to hire directors and ensure compliance with scheduling laws for veterans' care; it does not regulate private employer wage, hour, or benefit obligations."
hr3188-115,,,,,"This is a private relief bill providing specific legal or financial relief to named individuals, not a bill regulating private employer wage, hour, or benefit obligations."
hr22-112,,,,,"The bill focuses on pipeline safety regulations, inspection standards, and community notification requirements for hazardous material transport, which falls under environmental and transportation safety rather than private employer wage, hour, or benefit obligations."
hr5769-113,,,,,"The bill primarily authorizes appropriations and sets personnel policies for the U.S. Coast Guard, a federal military service; it does not regulate private employer wage, hour, or benefit obligations."
hr1577-115,,,,,"The bill directs the National Park Service (a federal agency) to submit a report on its capital investment strategy; it does not regulate private employer wage, hour, or benefit obligations."
s1759-114,,,,,"The bill addresses caller ID spoofing and telecommunications fraud prevention, which does not involve private employer wage, hour, or benefit obligations."
s1285-112,,,,,"The bill provides tax credits for the purchase of hybrid/electric vehicles and installation of refueling infrastructure, which are general energy and environmental tax incentives unrelated to private employer wage, hour, or benefit obligations."
hr1185-115,,,,,"The bill focuses on federal procurement preferences and 'Buy American' requirements for government contractors, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr1720-113,,,,,"The bill establishes a USDA grant program for schools to purchase local fresh fruits and vegetables, which is a public assistance and education funding initiative rather than a regulation of private employer wage, hour, or benefit obligations."
hr3359-112,,,,,"The bill regulates the use of exotic animals in traveling circuses under the Animal Welfare Act, which is unrelated to private employer wage, hour, or benefit obligations."
hr875-115,,,,,"The bill focuses on streamlining federal water resource projects and environmental reviews under the Bureau of Reclamation, which does not involve private employer wage, hour, or benefit obligations."
hr2188-114,,,,,"The bill authorizes HUD to provide housing assistance and supportive services to nonprofit organizations for elderly caregivers; it does not regulate private employer wage, hour, or benefit obligations."
hr5370-111,,,,,"The bill concerns the conveyance of public lands and mining claims in Nevada, which is a land management issue unrelated to private employer wage, hour, or benefit obligations."
hjres62-112,,,,,"The bill proposes a constitutional amendment regarding state power to repeal federal laws, which is a matter of intergovernmental relations and does not regulate private employer wage, hour, or benefit obligations."
hr5675-114,,,,,"The bill concerns the conversion of temporary federal judgeships to permanent positions, which relates to the structure of the federal judiciary and government employment, not private employer wage, hour, or benefit obligations."
hr4856-111,,,,,"The bill concerns federal budget reporting requirements for entitlement programs and does not regulate private employer wage, hour, or benefit obligations."
s1177-114,,,,,"The bill reauthorizes the Elementary and Secondary Education Act, focusing on public education funding, standards, and assessments for state and local educational agencies, rather than regulating private employer wage, hour, or benefit obligations."
s357-113,,,,,"The bill establishes a national communications network for law enforcement alerts regarding injured or killed officers, which is a public safety and law enforcement administration measure that does not regulate private employer wage, hour, or benefit obligations."
hr405-114,,,,,"The bill focuses on federal budget procedures, deficit reduction, and government spending controls, rather than regulating private employer wage, hour, or benefit obligations."
hr2363-114,,,,,"The bill addresses consumer credit reporting and student loan rehabilitation under the Fair Credit Reporting Act, which does not involve private employer wage, hour, or benefit obligations."
s2072-112,,,,,"The bill regulates the financial practices and risk management of government-sponsored enterprises (Fannie Mae and Freddie Mac) regarding mortgage refinancing and putback risks, rather than imposing wage, hour, or benefit obligations on private employers."
s2450-113,,,,,"The bill focuses on improving access to medical services for veterans through the Department of Veterans Affairs, including scheduling reforms, hiring VA staff, and contracting with non-VA providers; it does not regulate private employer wage, hour, or benefit obligations."
hr669-113,,,,,"The bill focuses on federal data collection and reporting regarding sudden unexpected death in children, involving the Department of Health and Human Services and state collaboration, rather than imposing obligations on private employers regarding wages, hours, or benefits."
hr7150-115,,,,,"The bill regulates federal immigration policy and DHS administrative rules regarding work authorization for H-4 visa holders, rather than imposing wage, hour, or benefit obligations on private employers."
s141-114,,,,,"The bill repeals the Independent Payment Advisory Board to protect Medicare spending rates, which involves government reimbursement policy rather than private employer wage, hour, or benefit obligations."
hr2220-113,,,,,"The bill focuses on border security, National Guard deployment, and DHS operations, which are government functions and do not regulate private employer wage, hour, or benefit obligations."
hr3316-113,,,,,"The bill focuses on federal grant administration, transparency, and auditing procedures for non-federal entities receiving government funds, rather than regulating private employer wage, hour, or benefit obligations."
s627-113,,,,,"The bill focuses on pharmaceutical patent reform and R&D incentives through a prize fund, which does not impose wage, hour, or benefit obligations on private employers as plan sponsors or employers under ERISA, FLSA, or FMLA."
s1554-115,,,,,"The bill mandates continuing education for practitioners prescribing controlled substances under the Controlled Substances Act, which relates to drug safety and medical practice standards rather than private employer wage, hour, or benefit obligations."
hr2684-113,,,,,"The bill regulates FBI surveillance procedures and metadata collection under FISA, which involves government intelligence activities rather than private employer wage, hour, or benefit obligations."
s2785-112,,,,,"The bill extends a temporary suspension of duty on a chemical substance, which is a matter of foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
hr5777-114,,,,,"The bill concerns the exchange of federal and state land in Alaska for road construction and does not regulate private employer wage, hour, or benefit obligations."
s2667-113,,,,,"The bill concerns international sanctions and foreign policy regarding Iran, with no provisions regulating private employer wage, hour, or benefit obligations."
s1038-115,,,,,"The bill requires a report on the utilization of small businesses in federal contracts, which concerns government procurement and economic development rather than private employer wage, hour, or benefit obligations."
hr3247-112,,,,,"The bill designates a USPS facility name in tribute to a military service member; it does not regulate private employer wage, hour, or benefit obligations."
hr5396-115,,,,,"The bill provides a tax exclusion for graduate students regarding tuition reductions, which is a general tax policy matter and does not impose obligations on private employers regarding wages, hours, or benefits."
s1652-116,,,,,"The bill provides a refundable tax credit for adoption expenses, which is explicitly excluded as a general tax or family policy measure unrelated to private employer wage, hour, or benefit obligations."
hr5804-115,,,,,"The bill adjusts Medicare payment rates for outpatient surgical services, which sets government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
s1040-113,,,,,"The bill awards a congressional gold medal to Jack Nicklaus for sportsmanship and philanthropy; it does not regulate private employer wage, hour, or benefit obligations."
hr2119-115,,,,,"The bill prohibits commercial sexual orientation conversion therapy and regulates advertising practices under the FTC Act, which relates to consumer protection and professional conduct rather than private employer wage, hour, or benefit obligations such as those under FLSA, ERISA, or FMLA."
s1563-113,,,,,"The bill focuses on expanding the biofuels market through infrastructure grants, vehicle fuel standards, and loan guarantees, which are environmental and energy policy measures unrelated to private employer wage, hour, or benefit obligations."
hr1385-113,,,,,"The bill primarily regulates consumer product safety and labeling for cosmetics under the Federal Food, Drug, and Cosmetic Act, rather than imposing wage, hour, or benefit obligations on private employers."
hr1965-113,,,,,"The bill primarily addresses federal land management, energy permitting streamlining, and administrative procedures for the Department of the Interior; it does not impose obligations on private employers regarding wages, hours, or benefits."
hr5105-114,,,,,"The bill focuses on governance reform and board member qualifications for the Washington Metropolitan Area Transit Authority, a public transit agency, rather than regulating private employer wage, hour, or benefit obligations."
s3036-115,,,,,"The bill regulates the conduct of federal government agencies (DHS, DOJ, HHS) regarding the separation of families at the border, which involves public-sector entities rather than private employer wage, hour, or benefit obligations."
s1227-112,,,,,"The bill focuses on federal agency research, policy development, and interagency coordination regarding public health in the Arctic, rather than imposing obligations on private employers regarding wages, hours, or benefits."
s80-113,,,,,"The bill authorizes grants to state and local governments for auditing sexual assault evidence backlogs and improving DNA processing protocols; it does not regulate private employer wage, hour, or benefit obligations."
hr4897-114,,,,,"The bill establishes a fund and board for modernizing information technology within the federal government, which involves government operations and procurement rather than private employer wage, hour, or benefit obligations."
sjres60-115,,,,,"The bill reappoints a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and federal appointments, not private employer wage, hour, or benefit obligations."
s2123-113,,,,,"The bill authorizes a land exchange between the federal government and a school district, which does not involve private employer wage, hour, or benefit obligations."
hr2969-115,,,,,"The bill concerns the leasing or sale of federal real property for use as makerspaces and does not impose any obligations on private employers regarding wages, hours, or benefits."
hr2018-114,,,,,"The bill regulates the Metropolitan Washington Airports Authority, a public entity, regarding auditing standards and federal funding, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
hr4432-112,,,,,"The bill extends a temporary suspension of duty on flutolanil under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr39-112,,,,,"The bill concerns the delisting of the polar bear under the Endangered Species Act, which relates to wildlife conservation and environmental policy, not private employer wage, hour, or benefit obligations."
s1158-115,,,,,"The bill focuses on international affairs, genocide prevention, and foreign policy mechanisms involving the Department of State and intelligence agencies; it does not regulate private employer wage, hour, or benefit obligations."
hr2536-115,,,,,"The bill provides grants for energy efficiency improvements at public school facilities, which involves government funding for public infrastructure rather than regulating private employer wage, hour, or benefit obligations."
s490-113,,,,,"The bill provides a tax exemption for fuel used in mobile mammography vehicles, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
hr6422-114,,,,,"The bill offers a tax exclusion for employer-provided commuter benefits, which falls under the excluded category of general tax or family policy benefits unrelated to wage/hour obligations or private employer misconduct."
s2556-113,,,,,"The bill requires a federal assessment of cultural and historic resources in the Great Lakes and does not regulate private employer wage, hour, or benefit obligations."
hr5582-115,,,,,"The bill directs a study on access to opioid formulations for individuals enrolled in Medicare Part C or D, which are government-administered programs; it does not impose obligations on private employers regarding wage, hour, or benefit conduct."
hr1637-115,,,,,"The bill concerns administrative procedures and civil actions involving the Consumer Financial Protection Bureau (CFPB) regarding consumer credit and financial services, not private employer wage, hour, or benefit obligations."
s820-113,,,,,"The bill regulates the housing and treatment of egg-laying hens under the Egg Products Inspection Act, which concerns animal welfare and agricultural standards rather than private employer wage, hour, or benefit obligations."
hr519-113,,,,,"The bill amends immigration law to recognize permanent partners for visa sponsorship purposes and does not regulate private employer wage, hour, or benefit obligations."
hr1481-113,,,,,"The bill directs the Secretary of Defense to reprogram funds for military missile defense systems, which involves government appropriations and national security rather than private employer wage, hour, or benefit obligations."
hr5000-114,,,,,"The bill primarily addresses labor-management relations, union certification procedures, and collective bargaining under the National Labor Relations Act, rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, WARN Act notice, or ERISA/FMLA compliance."
s1161-112,,,,,"The bill regulates federal agricultural subsidy payments and eligibility for farmers, which are government benefit programs rather than private employer wage, hour, or benefit obligations."
s154-112,,,,,"The bill authorizes grants for educational programs (dual enrollment/early college high schools) and does not regulate private employer wage, hour, or benefit obligations."
hr3550-116,,,,,"The bill provides a tax credit for hiring veterans, which is explicitly excluded as a general hiring incentive unrelated to private employer wage, hour, or benefit compliance obligations."
hr5246-111,,,,,"The bill directs a study and data collection requirements for state and local child welfare agencies, which are government entities, rather than regulating private employer wage, hour, or benefit obligations."
s1498-116,,,,,"The bill focuses on Department of Defense climate resiliency, energy efficiency, and procurement standards for military operations; it does not regulate private employer wage, hour, or benefit obligations."
hr2505-116,,,,,"The bill addresses federal budgetary procedures and the reauthorization schedule for unauthorized federal programs, which relates to government appropriations and legislative rules rather than private employer wage, hour, or benefit obligations."
hr5011-111,,,,,"The bill establishes grants for states and tribal governments to encourage landowners to allow public maple-tapping access, which is an agricultural and land-use policy matter unrelated to private employer wage, hour, or benefit obligations."
s3547-115,,,,,"The bill designates a USPS facility name as a tribute to veterans; it does not regulate private employer wage, hour, or benefit obligations."
hr3971-116,,,,,"The bill addresses the taxation of Social Security benefits, which is a public assistance program administered by the government, not a private employer wage, hour, or benefit obligation."
s1315-113,,,,,"The bill prohibits the IRS from enforcing the Affordable Care Act, which primarily concerns federal tax administration and individual health insurance mandates rather than imposing direct obligations on private employers regarding wage, hour, or benefit misconduct."
hr1752-112,,,,,"The bill requires warning labels on baby monitors to prevent signal interception, which is a consumer safety and privacy issue, not a private employer wage, hour, or benefit obligation."
hr2868-113,,,,,"The bill regulates the integration of unmanned aircraft systems into airspace and addresses privacy concerns related to drone data collection, which does not involve private employer wage, hour, or benefit obligations."
s452-113,,,,,"The bill amends Medicare (Title XVIII of the Social Security Act) to provide coverage for diabetes prevention services, which constitutes a change in government reimbursement rates and public benefit eligibility rather than a regulation of private employer wage, hour, or benefit obligations."
hr5028-112,,,,,"The bill concerns the suspension of import duties on nylon woolpacks, which is a matter of foreign trade and tariffs, not private employer wage, hour, or benefit obligations."
hr5371-114,,,,,"The bill revises repayment terms for a government-administered historic preservation loan program, which does not involve private employer wage, hour, or benefit obligations."
s677-115,,,,,"The bill concerns federal permitting coordination for water storage projects and does not regulate private employer wage, hour, or benefit obligations."
s2396-115,,,,,"The bill regulates nuclear safety and emergency preparedness standards for civilian nuclear power reactors under the Atomic Energy Act, which does not involve private employer wage, hour, or benefit obligations."
s3124-114,,,,,"The bill concerns immigration detention and victim notification procedures for non-citizens charged with crimes, which does not involve private employer wage, hour, or benefit obligations."
hr1603-113,,,,,"The bill regulates the chartering, capital structure, and corporate governance of mutual community banks and savings associations, which are financial institutions rather than private employers subject to wage, hour, or benefit obligations under FLSA, ERISA, or FMLA."
hr5645-112,,,,,"The bill suspends duties on specific chemical mixtures under the Harmonized Tariff Schedule, which relates to foreign trade and international finance rather than private employer wage, hour, or benefit obligations."
hr5659-113,,,,,"The bill focuses on federal technical assistance and grant requirements for rural drinking water systems, involving no private employer wage, hour, or benefit obligations."
s2038-116,,,,,"The bill extends a tax credit for alternative fuel vehicle refueling property, which is a general energy infrastructure incentive and does not regulate private employer wage, hour, or benefit obligations."
s2282-113,,,,,"The bill regulates compensation for employees of the Internal Revenue Service, a federal government agency, and does not impose obligations on non-governmental private employers."
hr389-116,,,,,"The bill establishes a rewards program for recovering assets linked to foreign government corruption, which does not regulate private employer wage, hour, or benefit obligations."
sjres26-115,,,,,"The bill nullifies a Department of Education rule regarding teacher preparation program quality under the Higher Education Act, which concerns educational standards and federal grant compliance rather than private employer wage, hour, or benefit obligations."
hr1116-115,,,,,"The bill focuses on federal financial regulatory agencies and their oversight of financial institutions, rather than imposing obligations on private employers regarding wages, hours, or employee benefits."
s394-114,,,,,"The bill adjusts depreciation recovery periods for business property under the Internal Revenue Code, which is a general tax provision unrelated to private employer wage, hour, or benefit obligations."
s585-114,,,,,"The bill regulates the exportation of natural gas and environmental assessments under the Natural Gas Act, which does not involve private employer wage, hour, or benefit obligations."
hr5272-114,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill prevents employers from using the Religious Freedom Restoration Act to evade federal laws requiring them to provide wages, compensation, benefits, or leave, thereby enforcing private employer obligations under statutes like the FLSA and FMLA."
hr3063-114,,,,,"The bill exempts specific American Indian and Alaska Native programs administered by federal departments from sequestration; it addresses federal budgetary appropriations and does not regulate private employer wage, hour, or benefit obligations."
hr4429-115,,,,,"The bill concerns wildlife management and depredation orders for aquaculture facilities, involving no private employer wage, hour, or benefit obligations."
hr1139-114,,,,,"The bill establishes consumer product safety standards for liquid detergent packets to protect children, which falls under product safety and consumer protection rather than private employer wage, hour, or benefit obligations."
s3419-114,,,,,"The bill amends the Veterans' Oral History Project Act to collect biographical histories from families of deceased service members, which is a government-administered historical program and does not regulate private employer wage, hour, or benefit obligations."
s2120-112,,,,,"The bill regulates mortgage servicers regarding short sale decisions, which is a housing finance issue unrelated to private employer wage, hour, or benefit obligations."
s258-113,,,,,"The bill concerns the management of grazing leases and permits on public lands administered by federal agencies (Interior and Agriculture), which does not involve private employer wage, hour, or benefit obligations."
hr2645-112,,,,,"The bill regulates Medigap policies, which are supplemental insurance products sold by private insurers to Medicare beneficiaries, not employer-sponsored group health plans under ERISA; therefore, it does not impose obligations on private employers regarding their employees' benefits."
s940-113,,,,,"The bill focuses on education policy, specifically providing grants to states and local educational agencies to improve high school graduation rates and academic performance, which does not involve private employer wage, hour, or benefit obligations."
s562-113,,,,,"The bill amends Medicare (a federal government program) to expand coverage for mental health services, which sets government reimbursement rates and benefits rather than regulating private employer wage, hour, or benefit obligations."
hr5732-112,,,,,"The bill authorizes grants for digital learning in rural schools and does not regulate private employer wage, hour, or benefit obligations."
hr1133-112,,,,,"The bill authorizes the Department of Veterans Affairs to collaborate with states and nonprofits to provide housing and case management services to veterans, which constitutes a government-administered benefit program rather than a regulation of private employer wage, hour, or benefit obligations."
s3381-114,,,,,"The bill establishes a National Historic Vehicle Register administered by the National Park Service and Library of Congress, which is unrelated to private employer wage, hour, or benefit obligations."
hr4853-114,,,,,"The bill amends Medicare accreditation requirements for healthcare providers, which relates to government reimbursement standards and provider compliance rather than private employer wage, hour, or benefit obligations."
s3190-112,,,,,"The bill amends the Controlled Substances Act to regulate synthetic drugs, which is a matter of criminal law and public safety, not private employer wage, hour, or benefit obligations."
hr5425-112,,,,,"The bill suspends tariffs on imported footwear, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
s707-115,,,,,"The bill addresses general corporate tax rates for pass-through entities versus C corporations, which is a matter of general taxation policy and does not regulate private employer wage, hour, or benefit obligations."
hr5812-113,,,,,"The bill focuses on federal grants for STEM education, research funding, and manufacturing assistance programs, which do not impose wage, hour, or benefit obligations on private employers."
hr2900-112,,,,,"The bill concerns firearm reciprocity and criminal law enforcement, containing no provisions related to private employer wage, hour, or benefit obligations."
s514-113,,,,,"The bill authorizes the Department of Veterans Affairs to provide additional educational assistance to veterans, which is a government-administered benefit program and does not regulate private employer wage, hour, or benefit obligations."
s1777-115,1.0,Wage Hour & Benefits,tax_credit_introduction,wage_hour,"The bill imposes an excise tax on employers with low-wage employees but reduces the tax liability for those who provide health and retirement benefits, effectively introducing a tax incentive (credit mechanism) that encourages private employers to offer benefits and address wage levels."
hr6120-112,,,,,"The bill provides a tax credit for manufacturing facility construction and equipment purchase, which is a general business investment incentive unrelated to private employer wage, hour, or benefit obligations."
hr751-114,,,,,"The bill authorizes the Department of State to offer rewards for information regarding terrorism and kidnapping, which is a matter of international affairs and criminal justice, not private employer wage, hour, or benefit obligations."
s173-116,,,,,"The bill concerns the transfer of public lands to a mining company and does not regulate private employer wage, hour, or benefit obligations."
hr1582-114,,,,,"The bill concerns the Forest Legacy Program and conservation easements, which relates to public lands and natural resources rather than private employer wage, hour, or benefit obligations."
s2510-116,,,,,"The bill provides a refundable tax credit directly to individual teachers and increases their expense deductions, rather than imposing obligations on private employers or incentivizing employer conduct regarding wages, hours, or benefits."
hr4739-112,,,,,"The bill suspends duties on clock movements under the Harmonized Tariff Schedule, which is a trade policy measure unrelated to private employer wage, hour, or benefit obligations."
hr4690-112,,,,,"The bill suspends duties on dicumyl peroxide under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
s294-112,,,,,"The bill focuses on federal grants to states for early care and education systems, licensing standards, and quality ratings, rather than imposing direct wage, hour, or benefit obligations on private employers."
s1049-114,,,,,"The bill concerns foreign trade policy and sanctions regarding agricultural exports to Cuba, not private employer wage, hour, or benefit obligations."
hr2106-115,,,,,"The bill primarily concerns immigration policy and the creation of a new visa category for South Korean nationals, rather than regulating private employer wage, hour, or benefit obligations."
hr5295-111,,,,,"The bill regulates deceptive advertising and licensing disclosures by healthcare professionals under the FTC Act, rather than imposing wage, hour, or benefit obligations on private employers as plan sponsors or employers under ERISA, FLSA, or FMLA."
hr2250-116,,,,,"The bill focuses on the restoration, conservation, and recreational access of federal lands in Northern California, and does not impose any obligations on private employers regarding wages, hours, or benefits."
hr6423-111,,,,,"The bill focuses on cybersecurity infrastructure protection and federal agency compliance, with provisions regarding federal employee hiring and bonuses that do not constitute private employer wage, hour, or benefit obligations."
s60-115,,,,,"The bill designates a federal building name and does not regulate private employer wage, hour, or benefit obligations."
hr1167-112,,,,,"The bill primarily addresses public assistance programs (TANF, SNAP) and government budget caps, which are excluded as they involve government benefit programs rather than private employer wage, hour, or benefit obligations."
s2020-112,,,,,"The bill regulates school personnel and educational agencies regarding student safety practices (seclusion and restraint), which constitutes workplace safety and student welfare issues rather than private employer wage, hour, or benefit obligations."
hr330-112,,,,,"The bill extends a tax credit for first-time homebuyers, which is a general housing and individual tax policy measure, not a regulation of private employer wage, hour, or benefit obligations."
s3255-112,,,,,"The bill is a private relief bill for an individual (Miguel Santillan) and does not regulate private employer wage, hour, or benefit obligations."
hjres68-111,,,,,"The bill proposes a constitutional amendment regarding corporate political spending and campaign advertisements, which does not regulate private employer wage, hour, or benefit obligations."
s1691-112,,,,,"The bill regulates interstate commerce in firearms and licensing requirements for dealers, which does not involve private employer wage, hour, or benefit obligations."
s2414-116,,,,,"The bill extends the Health Coverage Tax Credit, which is a general tax benefit for individuals (typically trade adjustment assistance recipients) rather than a regulation of private employer wage, hour, or benefit obligations under ERISA or FLSA."
s2679-112,,,,,"The bill suspends duties on imported rolled glass, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr5868-111,,,,,"The bill regulates oil and gas leasing and environmental safety standards under the Outer Continental Shelf Lands Act, focusing on pollution prevention and technology requirements rather than private employer wage, hour, or benefit obligations."
s155-114,,,,,"The bill is a general tax reform proposal replacing income and employment taxes with a national sales tax; it does not regulate private employer wage, hour, or benefit obligations, nor does it introduce tax credits specifically tied to employer compliance with wage or benefit laws."
hr4796-114,,,,,"The bill amends Title 10 to specify parental leave for members of the Armed Forces, which are government employees; it does not regulate private, non-governmental employer conduct."
