bill_id,category_ids,category_labels,reason
s562-113,,,"The bill expands Medicare coverage for mental health services, which is a federal government-administered health program, and does not regulate private employer obligations regarding wages, hours, or employer-sponsored benefit plans."
hr5732-112,,,"The bill authorizes grants for digital learning in rural schools and does not address private employer wage, hour, or benefit obligations."
hr1133-112,,,"The bill authorizes the Department of Veterans Affairs to collaborate with states and nonprofits to provide housing and case management services to veterans, which involves government-administered benefits rather than private employer wage, hour, or benefit obligations."
s3381-114,,,"The bill establishes a National Historic Vehicle Register administered by the National Park Service and Library of Congress, involving no private employer wage, hour, or benefit obligations."
hr4853-114,,,"The bill focuses on Medicare accreditation standards for healthcare providers rather than private employer obligations regarding wages, hours, or employee benefit plans under statutes like FLSA, ERISA, or FMLA."
s3190-112,,,"The bill regulates the scheduling of synthetic drugs under the Controlled Substances Act and does not address private employer obligations regarding wages, hours, or employee benefits."
hr5425-112,,,"The bill addresses tariff suspensions for imported footwear under foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
s707-115,,,"The bill addresses corporate income tax rates for pass-through entities and does not regulate private employer obligations regarding wages, hours, or employee benefits."
hr5812-113,,,"The bill focuses on STEM education grants, research funding, and manufacturing assistance programs, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr2900-112,,,"The bill addresses interstate reciprocity for concealed firearm permits and does not involve private employer wage, hour, or benefit obligations."
s514-113,,,"The bill provides additional educational assistance to veterans through the Department of Veterans Affairs, which is a government-administered benefit program and does not involve private employer wage, hour, or benefit obligations."
s1777-115,1.0,Wage Hour & Benefits,"The bill imposes an excise tax on private employers based on their wage levels and provides tax reductions for providing health and retirement benefits, directly regulating private employer wage and benefit obligations."
hr6120-112,,,"The bill provides a tax credit for manufacturing facility construction and equipment purchases, which relates to business investment and capital rather than private employer wage, hour, or benefit obligations."
hr751-114,,,"The bill authorizes the Department of State to offer rewards for information regarding terrorism and kidnapping, which involves international affairs and criminal justice rather than private employer wage, hour, or benefit obligations."
s173-116,,,"The bill concerns the transfer of public land to a mining company and does not regulate private employer wage, hour, or benefit obligations."
hr1582-114,,,"The bill concerns the management of conservation easements under the Forest Legacy Program and does not address private employer wage, hour, or benefit obligations."
s2510-116,,,"The bill provides tax credits and deductions for public school teachers and funding for local educational agencies, which are government entities, rather than regulating private employer wage, hour, or benefit obligations."
hr4739-112,,,"The bill addresses tariff suspensions for clock movements under foreign trade policy and does not involve private employer wage, hour, or benefit obligations."
hr4690-112,,,"The bill addresses tariff suspensions for a chemical product under the Harmonized Tariff Schedule, which is unrelated to private employer wage, hour, or benefit obligations."
s294-112,,,"The bill focuses on federal grants for early care and education systems and state licensing standards, rather than regulating private employer wage, hour, or benefit obligations under statutes like the FLSA, ERISA, or FMLA."
s1049-114,,,"The bill addresses foreign trade policy and sanctions regarding agricultural exports to Cuba, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2106-115,,,"The bill establishes a visa category for foreign nationals and requires employers to file attestations regarding worker protections, but it does not substantively regulate private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension funding."
hr5295-111,,,"The bill addresses deceptive advertising and licensing transparency for healthcare professionals under the FTC Act, which does not involve private employer wage, hour, or benefit obligations such as those covered by FLSA, ERISA, or FMLA."
hr2250-116,,,"The bill focuses on land management, conservation, and recreation on federal lands in Northern California, containing no provisions related to private employer wage, hour, or benefit obligations."
hr6423-111,,,"The bill focuses on cybersecurity infrastructure protection and federal agency compliance, with no provisions regulating private employer wage, hour, or benefit obligations."
s60-115,,,"The bill designates a federal building name and does not regulate private employer wage, hour, or benefit obligations."
hr1167-112,,,"The bill focuses on federal means-tested welfare programs (TANF, SNAP) and government spending caps, rather than regulating private employer obligations regarding wages, hours, or employee benefit plans."
s2020-112,,,"The bill regulates student safety and behavioral intervention practices in schools, which does not involve private employer wage, hour, or benefit obligations such as minimum wage, overtime, or pension management."
hr330-112,,,"The bill extends a tax credit for first-time homebuyers, which is a housing finance measure unrelated to private employer wage, hour, or employee benefit obligations."
s3255-112,,,"This is a private relief bill for an individual, which does not regulate private employer wage, hour, or benefit obligations or address corporate misconduct."
hjres68-111,,,"The bill regulates corporate political spending and campaign advertising, which does not involve private employer obligations regarding wages, hours, or employee benefits."
s1691-112,,,"The bill regulates interstate firearms commerce and licensing requirements for dealers, which does not involve private employer wage, hour, or benefit obligations."
s2414-116,,,"The Health Coverage Tax Credit is a federal subsidy for specific groups (such as Trade Adjustment Assistance recipients) and does not regulate private employer obligations regarding wages, hours, or the provision of employer-sponsored benefit plans."
s2679-112,,,"The bill addresses tariff suspensions for imported rolled glass, which is a matter of foreign trade policy and does not involve private employer wage, hour, or benefit obligations."
hr5868-111,,,"The bill regulates oil and gas leasing and environmental safety standards under the Outer Continental Shelf Lands Act, which does not involve private employer wage, hour, or benefit obligations."
s155-114,,,"The bill is a broad tax reform proposal replacing income and employment taxes with a national sales tax, rather than regulating private employer conduct regarding wages, hours, or benefit obligations."
hr4796-114,,,"The bill exclusively addresses parental leave entitlements for members of the U.S. Armed Forces, which are government employees, and thus falls outside the scope of private employer wage, hour, and benefit misconduct."
hr3534-115,,,"The bill addresses federal enforcement of marijuana laws and state regulatory waivers under the Controlled Substances Act, which does not involve private employer wage, hour, or benefit obligations."
s3372-114,,,"The bill provides a tax exclusion for alternative fuel heavy trucks, which relates to environmental policy and vehicle taxation rather than private employer wage, hour, or benefit obligations."
hr4565-114,,,"The bill regulates direct-to-consumer pharmaceutical advertising under the FDA, which does not involve private employer wage, hour, or benefit obligations."
hr3884-113,,,"The bill focuses on the recoupment and reallocation of federal grant funds for state health care exchanges and outreach programs, rather than regulating private employer obligations regarding wages, hours, or employee benefit plans."
hr1333-114,,,"The bill addresses tax administration and eligibility requirements for the child tax credit under the Internal Revenue Code, which does not involve private employer wage, hour, or benefit obligations or misconduct."
hr1690-115,,,"The bill mandates transparency reporting for performance bonuses awarded to senior executives within the Department of Veterans Affairs, which is a federal government agency, and therefore does not involve private employer wage, hour, or benefit obligations."
hr5748-114,,,"The bill establishes a commission to create a memorial for John Adams in Washington, D.C., which is a matter of government operations and historical commemoration unrelated to private employer wage, hour, or benefit obligations."
hr6259-111,,,"The bill focuses on the procedural requirements for entering into international trade agreements and does not regulate private employer wage, hour, or benefit obligations."
hr1990-115,,,"The bill authorizes food concessions at state-owned rest areas and allows revenue to fund highway programs, which does not involve private employer wage, hour, or benefit obligations."
s1702-112,,,"The bill addresses EPA environmental regulations regarding hazardous air pollutants and spill prevention for farms, which does not involve private employer wage, hour, or benefit obligations."
hr5755-111,,,"The bill addresses procurement procedures for military construction projects funded by states, which involves government contracting rather than private employer wage, hour, or benefit obligations."
s822-113,,,"The bill focuses on crime victims' rights, DNA testing backlogs, and criminal justice system improvements, containing no provisions related to private employer wage, hour, or benefit obligations."
hr4993-114,,,"The bill focuses on consumer privacy and data protection regarding mortgage disclosure records, which does not involve private employer wage, hour, or benefit obligations."
hr2062-114,,,"The bill focuses on student health and safety protocols in public schools, which are government entities, and does not address private employer wage, hour, or benefit obligations."
s2934-114,,,"The bill focuses on firearm background checks and criminal justice records, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2203-113,,,"The bill awards a congressional gold medal to Jack Nicklaus for sportsmanship and philanthropy, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2688-113,1.0,Wage Hour & Benefits,"The bill amends tax codes regarding Health Savings Accounts (HSAs) and Flexible Spending Arrangements, specifically addressing the portability of these employer-sponsored benefit funds upon separation from employment, which relates to the management of employee welfare benefits."
hr2511-116,,,"The bill addresses Medicaid reimbursement for substance abuse treatment for inmates in public institutions, which involves government-funded healthcare services rather than private employer wage, hour, or benefit obligations."
hr6068-111,,,"The bill mandates federal agencies to provide contact information for information collections, which pertains to government operations and administrative procedures rather than private employer wage, hour, or benefit obligations."
hjres63-112,,,"The bill addresses the statutory limit on the public debt and congressional voting procedures, which are unrelated to private employer wage, hour, or benefit obligations."
hr1514-112,,,"The bill concerns foreign aid and international relations regarding Egypt and Israel, containing no provisions related to private employer wage, hour, or benefit obligations."
hr5605-114,,,"The bill regulates USDA administrative procedures for wetland determinations and does not address private employer obligations regarding wages, hours, or employee benefits."
hr1577-113,,,"The bill focuses on criminal penalties, security grants, and liability protections for judges, prosecutors, and law enforcement officers, which are government employees or officials, rather than regulating private employer wage, hour, or benefit obligations."
s3582-112,,,"The bill focuses on federal grant programs and accountability standards for educator preparation programs and public school staffing, rather than regulating private employer wage, hour, or benefit obligations."
hr5379-115,,,"The bill focuses on agricultural trade policy and removing regulatory barriers to exports, containing no provisions related to private employer wage, hour, or benefit obligations."
s996-114,,,"The bill focuses on expanding volunteer tax preparation assistance for low-income individuals and does not regulate private employer wage, hour, or benefit obligations."
s167-115,,,"The bill designates a national memorial for fallen educators and does not regulate private employer wage, hour, or benefit obligations."
hr828-116,,,"The bill designates a USPS facility name, which involves a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr1704-114,,,"The bill establishes data breach notification requirements for businesses handling personal information, which relates to consumer privacy and cybersecurity rather than employer wage, hour, or benefit obligations such as minimum wage, overtime, pensions, or health benefits."
hr6996-115,,,"The bill regulates the Department of Veterans Affairs, a federal government agency, regarding the delivery of benefit denial notices, and does not involve private employer wage, hour, or benefit obligations."
s1437-112,,,"The bill authorizes HHS grants for teenage pregnancy prevention programs and public health education, which does not involve private employer wage, hour, or benefit obligations or misconduct."
s109-113,,,"The bill regulates federal agency procurement practices regarding labor union agreements on government contracts, rather than imposing wage, hour, or benefit obligations on private employers."
hr5548-111,,,"The bill focuses on national cybersecurity infrastructure and federal agency coordination, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr4286-113,,,"The bill focuses on deregulating energy exports, leasing, and permitting processes, and does not address private employer obligations regarding wages, hours, or employee benefits."
s2420-114,,,"The bill modifies work requirements for SNAP beneficiaries and provides exemptions for veterans, which relates to public welfare assistance and government-administered programs rather than private employer wage, hour, or benefit obligations."
s906-115,,,"The bill focuses on Department of Homeland Security acquisition cost overruns and congressional notification requirements, which are matters of government operations and public procurement rather than private employer wage, hour, or benefit obligations."
s1105-113,,,"The bill addresses the circulation and management of U.S. currency by the Federal Reserve and U.S. Mint, involving no private employer wage, hour, or benefit obligations."
hr2936-116,,,"The bill focuses on SBA disaster relief loans and grants for small businesses, which does not involve regulating private employer wage, hour, or benefit obligations or addressing corporate misconduct related to FLSA, ERISA, WARN, or FMLA."
s921-114,,,"The bill establishes a federal grant program for environmental restoration in the Delaware River Basin and does not regulate private employer wage, hour, or benefit obligations."
s2908-115,,,"The bill focuses on administrative procedures for Medicare Part D prior authorizations, which involves government-administered health benefits rather than private employer wage, hour, or benefit obligations."
hr1625-114,,,"The bill addresses securities fraud and insider trading under the Securities Exchange Act of 1934, which does not involve private employer obligations regarding wages, hours, or employee benefits."
hr5042-111,,,"The bill addresses securities fraud and aiding and abetting violations under the Securities Exchange Act of 1934, which does not involve private employer wage, hour, or benefit obligations."
s2446-114,,,"The bill regulates the environmental disposal of coal combustion residuals by electric utilities and does not address private employer wage, hour, or benefit obligations."
hr6443-111,,,"The bill establishes a commemorative medal for the children of fallen military personnel, which is a government-administered tribute and does not involve private employer wage, hour, or benefit obligations."
hr1233-112,,,"The bill addresses USDA loan guarantees for agricultural borrowers and does not involve private employer wage, hour, or benefit obligations."
hr6181-114,,,"The bill focuses on transportation infrastructure funding and alternatives for public transit and road repairs, involving government entities rather than private employer wage, hour, or benefit obligations."
s2786-114,,,"The bill addresses Medicare payment rules for rural health clinics and FQHCs providing hospice services, which involves federal healthcare program administration rather than private employer wage, hour, or benefit obligations."
hr2294-115,,,"The bill exclusively addresses retirement annuity calculations and premium pay for federal law enforcement officers, which are government employees, and therefore does not involve private employer wage or benefit obligations."
hr5167-112,,,"The bill addresses tariff suspensions for specific chemical imports under the Harmonized Tariff Schedule, which is unrelated to private employer wage, hour, or benefit obligations."
s1529-115,,,"The bill expands eligibility for a federal tax credit for individuals purchasing health insurance through exchanges, rather than regulating private employer obligations regarding wages, hours, or employer-sponsored benefit plans."
s943-112,,,"The bill restricts the use of government-administered TANF welfare funds at specific types of businesses, rather than regulating private employer obligations regarding wages, hours, or employee benefits."
hr5050-111,,,"The bill concerns IRS tax return preparation services for individual taxpayers and does not regulate private employer wage, hour, or benefit obligations."
hr3498-115,,,"The bill focuses on federal debt limit reporting and Treasury extraordinary measures, which are matters of public finance and government operations rather than private employer wage, hour, or benefit obligations."
hr6622-112,,,"The bill addresses federal court jurisdiction and removal procedures for law enforcement officers involved in violent crimes, which does not involve private employer wage, hour, or benefit obligations."
hr5059-112,,,"The bill addresses tariff suspensions for a specific chemical compound under the Harmonized Tariff Schedule, which is unrelated to private employer wage, hour, or benefit obligations."
hr1761-115,,,"The bill addresses criminal penalties for child sexual exploitation and liability protections for internet service providers, which are unrelated to private employer wage, hour, or benefit obligations."
hr4132-113,1.0,Wage Hour & Benefits,"The bill expands the eligibility for the small employer health insurance tax credit, which directly incentivizes private employers to provide employer-sponsored group health benefits, a core component of the Wage Hour & Benefits category."
hr3183-113,,,"The bill concerns consumer financial privacy and data disclosure by the CFPB, not private employer obligations regarding wages, hours, or employee benefits."
hr3162-112,1.0,Wage Hour & Benefits,"The bill regulates the methodology for determining prevailing wages for H-2B temporary workers and other alien employees, directly impacting private employer wage obligations and compliance with labor certification requirements."
s546-114,,,"The bill focuses on emergency responder training and resource allocation for hazardous materials incidents involving railroads, which relates to public safety and emergency management rather than private employer wage, hour, or benefit obligations."
hr1700-112,,,"The bill addresses Medicare payment contracts between beneficiaries and physicians, which involves federal health insurance administration rather than private employer wage, hour, or benefit obligations under FLSA, ERISA, or FMLA."
hr4677-114,,,"The bill provides federal death and disability benefits to campus police officers, who are public-sector employees, and does not regulate private employer wage, hour, or benefit obligations."
hr6348-115,,,"The bill adjusts real estate appraisal thresholds for Small Business Investment Act loans, which relates to financial regulation and lending practices rather than private employer wage, hour, or benefit obligations."
hr6183-111,,,"The bill establishes an investment option for the Federal Employees' Thrift Savings Plan, which is a government-administered retirement program for federal employees, and does not regulate private employer wage, hour, or benefit obligations."
s1049-116,,,"The bill exclusively addresses healthcare benefits for military personnel and their dependents under the TRICARE program administered by the Department of Defense, which is a government entity and thus excluded from the scope of private employer wage and benefit misconduct."
s333-114,,,"The bill addresses federal budget deficits and the statutory debt limit, which are matters of public finance and government spending rather than private employer wage, hour, or benefit obligations."
s2286-114,,,"The bill focuses on federal land management, wildfire prevention, and environmental protection on National Forest System and Bureau of Land Management lands, involving no private employer wage, hour, or benefit obligations."
s204-114,,,"The bill addresses Social Security overpayment collection procedures and tax refund offsets for government beneficiaries, which involves federal administrative actions rather than private employer wage, hour, or benefit obligations."
hr392-116,,,"The bill focuses on national security and foreign ownership disclosure for federal building leases, containing no provisions related to private employer wage, hour, or benefit obligations."
s1163-112,,,"The bill authorizes the Army Corps of Engineers to accept non-Federal funds for infrastructure studies, which involves government agency operations and public works rather than private employer wage, hour, or benefit obligations."
hr2271-114,,,"The bill focuses on national security and emergency protocols for electric infrastructure under the Department of Energy, containing no provisions related to private employer wage, hour, or benefit obligations."
hr4958-114,,,"The bill directs the Department of Energy to review environmental benefits of re-refining lubricating oil, which involves no private employer wage, hour, or benefit obligations."
hr3381-112,,,"The bill focuses on public health surveillance, education, and testing programs for viral hepatitis administered by federal agencies (HHS, CDC, AHRQ), rather than regulating private employer wage, hour, or benefit obligations."
hr770-113,,,"The bill designates a management entity for a national heritage corridor and transfers program funds, which involves public lands administration rather than private employer wage, hour, or benefit obligations."
hr4247-115,,,"The bill focuses on repealing regulatory authority over financial market utilities and systemically important financial institutions under the Dodd-Frank Act, which pertains to financial sector stability rather than private employer wage, hour, or benefit obligations."
hr113-114,,,"The bill focuses on the governance, transparency, and regulatory procedures of the Federal Reserve System, a government entity, and does not address private employer obligations regarding wages, hours, or employee benefits."
s359-114,,,"The bill regulates payments within the ACA risk corridor program between the government and health insurance plans, rather than addressing private employer obligations regarding wages, hours, or employee benefit plans under statutes like FLSA, ERISA, or FMLA."
hr5736-115,,,"The bill establishes a federal grant program for states to provide vocational training and housing support to individuals recovering from substance use disorders, rather than regulating private employer wage, hour, or benefit obligations."
s214-114,,,"The bill regulates corporate political expenditures and shareholder voting rights under securities law, which does not involve private employer obligations regarding wages, hours, or employee benefits."
s2360-114,,,"The bill addresses resettlement funds for Bikini Atoll residents, air transportation exemptions in American Samoa, and driver's license eligibility for Compact of Free Association citizens, none of which involve private employer wage, hour, or benefit obligations."
s505-115,,,"The bill adjusts excise tax rates for liquefied natural gas used in inland waterway transportation to fund the Inland Waterways Trust Fund, which does not involve private employer wage, hour, or benefit obligations."
hr5333-113,,,"The bill regulates access for service animals within Department of Veterans Affairs facilities, which involves a government agency rather than private employer wage, hour, or benefit obligations."
hr3048-112,,,"The bill provides tax relief for individual disaster victims regarding the earned income tax credit and child tax credit, rather than regulating private employer wage, hour, or benefit obligations or addressing corporate misconduct."
hr123-114,,,"The bill extends a pilot program for alternative credit rating information for FHA mortgages, which relates to housing finance and consumer credit rather than private employer wage, hour, or benefit obligations."
hr5335-111,,,"The bill authorizes grants to public school districts to hire nurses, which involves public-sector employment and does not regulate private employer wage, hour, or benefit obligations."
hr2377-113,,,"The bill addresses immigration status and military enlistment eligibility for certain aliens, involving government agencies and the armed forces rather than private employer wage, hour, or benefit obligations."
hjres83-111,,,"The bill focuses on international trade restrictions, customs fees, and corporate tax payments, none of which involve private employer obligations regarding wages, hours, or employee benefits."
s542-115,,,"The bill addresses arbitration agreements related to public health and safety hazards, which falls under workplace safety or environmental misconduct rather than wage, hour, or benefit obligations."
s1806-113,,,"The bill regulates membership eligibility for the Federal Home Loan Bank System and does not address private employer obligations regarding wages, hours, or employee benefits."
s321-113,,,"The bill imposes a minimum income tax on high-income individual taxpayers and does not regulate private employer obligations regarding wages, hours, or employee benefits."
s3853-111,,,"The bill focuses on federal government performance management and agency strategic planning, which involves public-sector operations rather than private employer wage, hour, or benefit obligations."
hr486-112,,,"The bill establishes a National Heritage Area and designates a management entity for historic preservation, containing no provisions related to private employer wage, hour, or benefit obligations."
s3375-112,,,"The bill establishes a National Conservation Area for land management and environmental protection, containing no provisions related to private employer wage, hour, or benefit obligations."
hjres34-115,,,"The bill addresses oil and gas drilling regulations in the Arctic Outer Continental Shelf and does not involve private employer wage, hour, or benefit obligations."
hr5762-113,,,"The bill addresses medical recommendations for veterans within the Department of Veterans Affairs, which is a government entity, and does not regulate private employer wage, hour, or benefit obligations."
hr3987-112,,,"The bill focuses on administrative procedures for establishing small business size standards under the Small Business Act and does not address private employer obligations regarding wages, hours, or employee benefits."
hr5687-111,,,"The bill extends a visa program for nonimmigrant nurses in health professional shortage areas, which is an immigration and workforce supply issue rather than a regulation of private employer wage, hour, or benefit obligations."
hr3886-114,,,"The bill amends federal reimbursement rules for the Child and Adult Care Food Program administered by the USDA, which constitutes a government assistance program rather than a regulation of private employer wage, hour, or benefit obligations under statutes like the FLSA, ERISA, or FMLA."
hr293-115,,,"The bill authorizes grants for veteran transportation services administered by the Department of Veterans Affairs, which is a government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr2785-115,,,"The bill addresses healthcare costs and urgent care provisions for veterans administered by the Department of Veterans Affairs, which is a government agency, and does not regulate private employer wage, hour, or benefit obligations."
hr4551-112,,,"The bill addresses tariff suspensions for acrylic filament tow under the Harmonized Tariff Schedule, which is a matter of foreign trade and does not involve private employer wage, hour, or benefit obligations."
s2211-113,,,"The bill addresses Medicaid enrollment continuity for incarcerated juveniles, which involves state government obligations under public health programs rather than private employer wage, hour, or benefit misconduct."
hr3834-115,,,"The bill establishes eligibility for a Congressional medal for public safety officers who died from 9/11-related health conditions, which is a government honor and does not regulate private employer wage, hour, or benefit obligations."
s1638-114,,,"The bill concerns the consolidation of Department of Homeland Security headquarters and government facility management, involving no private employer wage, hour, or benefit obligations."
s2062-114,,,"The bill extends the operational authority of a Department of Veterans Affairs regional office, which involves government agency administration rather than private employer wage, hour, or benefit obligations."
hr1319-114,,,"The bill focuses on surveying veterans regarding their experiences with Department of Veterans Affairs medical facilities, which involves government-administered healthcare services rather than private employer wage, hour, or benefit obligations."
s34-113,,,"The bill focuses on firearms regulation and terrorism prevention, containing no provisions related to private employer wage, hour, or benefit obligations."
hr6507-115,,,"The bill reauthorizes a National Heritage Area, which is a public lands and natural resources initiative, and does not address private employer wage, hour, or benefit obligations."
hr3144-116,,,"The bill designates a USPS facility name, which involves a government entity and does not regulate private employer wage, hour, or benefit obligations."
s2601-114,,,"The bill mandates data disclosure by the Department of Veterans Affairs, a federal government agency, regarding prescription drug monitoring and does not regulate private employer wage, hour, or benefit obligations."
hr4266-113,,,"The bill authorizes the Secretary of the Interior to participate in a water recycling infrastructure project in California, which involves environmental and water resource management rather than private employer wage, hour, or benefit obligations."
s1745-112,,,"The bill awards a posthumous Congressional gold medal to Alice Paul for her role in the women's suffrage movement and does not regulate private employer wage, hour, or benefit obligations."
hr433-112,,,"The bill authorizes federal flood protection infrastructure improvements and cost-sharing agreements, containing no provisions related to private employer wage, hour, or benefit obligations."
hr1536-115,,,"The bill addresses pay for members of the Armed Forces and federal law enforcement officers, which are government employees, and thus falls under the exclusion for government employee compensation and military pay."
s2183-112,,,"The bill focuses on law enforcement funding for fugitive apprehension and extradition, involving no private employer wage, hour, or benefit obligations."
hr4491-111,,,"The bill authorizes a study on commemorating the historical role of Buffalo Soldiers in National Parks, which involves public lands and military history rather than private employer wage, hour, or benefit obligations."
hr5729-114,,,"The bill focuses on export controls, trade restrictions, and financial reporting regarding aircraft sales to Iran, which does not involve private employer wage, hour, or benefit obligations."
hr1226-114,,,"The bill addresses funding requirements for local educational agencies (public entities) under the Individuals with Disabilities Education Act, which are excluded as government agencies rather than non-governmental employers subject to private sector wage and hour misconduct."
s2760-114,,,"The bill regulates consumer credit practices, small-dollar lending, and electronic fund transfers under the Truth in Lending Act and Electronic Fund Transfer Act, which are financial consumer protection issues unrelated to private employer wage, hour, or benefit obligations."
hr4673-114,,,"The bill establishes a grant program for renewable fuel infrastructure administered by the USDA and does not regulate private employer wage, hour, or benefit obligations."
hr2810-113,,,"The bill focuses on Medicare payment reforms for physicians and value-based performance incentives for healthcare providers, which are government-administered healthcare programs rather than private employer wage, hour, or employee benefit obligations."
hr1913-114,,,"The bill addresses tax return preparer fraud and IRS recovery procedures, which does not involve private employer obligations regarding wages, hours, or employee benefits."
hr2195-112,,,"The bill expands Medicare coverage for home infusion therapy, which is a federal public health program, and does not regulate private employer wage, hour, or benefit obligations."
hr211-112,,,"This is a private relief bill addressing the specific immigration or legal status of named individuals, which does not involve regulating private employer wage, hour, or benefit obligations."
hr5794-113,,,"The bill designates a USPS facility name in tribute to a military service member and does not regulate private employer wage, hour, or benefit obligations."
s1941-112,,,"The bill amends securities registration thresholds under the Securities Exchange Act of 1934 and does not address private employer obligations regarding wages, hours, or employee benefits."
hr5679-111,,,"The bill restricts the use of ARRA funds for physical signage and reduces administrative expenses for government agencies, which does not involve private employer wage, hour, or benefit obligations."
hr1121-115,1.0,Wage Hour & Benefits,"The bill amends ERISA and the Public Health Service Act to mandate that private employers and insurers provide health insurance coverage without pre-existing condition exclusions, directly regulating employer-sponsored group health benefit obligations."
s818-116,1.0,Wage Hour & Benefits,"The bill amends child labor provisions under the Fair Labor Standards Act (FLSA) by creating an exemption for minors working in family-owned logging operations, directly regulating private employer obligations regarding youth employment."
hr2207-114,1.0,Wage Hour & Benefits,"The bill modifies tax rules governing employer-sponsored health flexible spending arrangements, which are welfare benefit plans subject to ERISA obligations for private employers."
s3659-112,,,"The bill addresses contracts and funding for Medicare Quality Improvement Organizations, which are government-administered healthcare programs, and does not regulate private employer wage, hour, or benefit obligations."
hr2443-113,1.0,Wage Hour & Benefits,"The bill modifies the employer health insurance mandate under the Affordable Care Act, directly affecting the obligations of private educational institutions to provide employer-sponsored group health benefits to their employees."
hr5590-113,,,"The bill establishes a federal student aid program for early college high school students and does not regulate private employer wage, hour, or benefit obligations."
hr46-112,,,"The bill addresses immigration status for parents of deceased military members and does not regulate private employer wage, hour, or benefit obligations."
hr5773-115,,,"The bill focuses on Medicare program integrity, fraud prevention, and opioid prescribing oversight for government-administered health programs, rather than regulating private employer wage, hour, or benefit obligations."
s319-112,,,"The bill regulates the importation and safety of prescription drugs under the FDA and FTC, focusing on product safety and consumer protection rather than private employer wage, hour, or benefit obligations."
s42-113,,,"The bill addresses retaliation for whistleblowing on antitrust violations, which falls under competition and criminal law enforcement rather than wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA/FMLA protections."
s3998-111,,,"The bill extends a pilot program for criminal background checks on volunteers for child safety, which does not involve private employer wage, hour, or benefit obligations."
s360-114,,,"The bill authorizes an additional federal district judgeship for Idaho, which is a judicial staffing measure unrelated to private employer wage, hour, or benefit obligations."
hr3364-113,,,"The bill authorizes a posthumous military commission for a Civil War veteran, which pertains to armed forces recognition and does not involve private employer wage, hour, or benefit obligations."
hr5824-114,,,"The bill addresses foreign nationals' expenditures related to religious promotion and international affairs, containing no provisions regarding private employer wage, hour, or benefit obligations."
hr2509-115,,,"The bill modifies Medicare benefit limits for inpatient psychiatric services, which is a federal government-administered health program, and does not regulate private employer wage, hour, or benefit obligations."
hr2274-113,,,"The bill regulates securities brokers and merger/acquisition transactions under the Securities Exchange Act, which does not involve private employer wage, hour, or benefit obligations."
hr1285-115,,,"The bill focuses on designating wilderness areas and wild and scenic rivers in Washington state, which involves public land management and environmental conservation rather than private employer wage, hour, or benefit obligations."
hr5139-112,,,"The bill addresses tariff reductions on imported batteries under the Harmonized Tariff Schedule, which is a matter of foreign trade policy and does not involve private employer wage, hour, or benefit obligations."
hr1754-114,,,"The bill directs the TSA to transfer unclaimed funds to nonprofits supporting military personnel, which involves government agency operations and veteran benefits rather than private employer wage, hour, or benefit obligations."
hr5052-113,,,"The bill addresses wildlife conservation and trade restrictions regarding elephant ivory under the Endangered Species Act, which is unrelated to private employer wage, hour, or benefit obligations."
s1412-112,,,"The bill designates a USPS facility name, which involves a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr5173-115,,,"The bill addresses immigration visa eligibility for Portuguese nationals and does not regulate private employer wage, hour, or benefit obligations."
hr5794-112,,,"The bill addresses consumer debt collection practices and arbitration under the Fair Debt Collection Practices Act, which does not involve private employer wage, hour, or benefit obligations."
hr6146-111,,,"The bill addresses VA-administered home loan guaranty programs for veterans, which are government benefits rather than private employer wage, hour, or benefit obligations."
hr3931-114,,,"The bill designates a USPS facility name in tribute to a military member and does not regulate private employer wage, hour, or benefit obligations."
hr4420-113,,,"The bill authorizes funding for rural water infrastructure projects administered by the Secretary of the Interior and does not address private employer wage, hour, or benefit obligations."
s342-113,,,"The bill designates federal land as wilderness and authorizes land exchanges, containing no provisions related to private employer wage, hour, or benefit obligations."
hr2572-114,,,"The bill addresses tax collection procedures for military personnel hospitalized due to combat injuries, which involves government administration and military status rather than private employer wage, hour, or benefit obligations."
hr3209-114,,,"The bill concerns the disclosure of tax return information for criminal investigations into missing or exploited children, which does not involve private employer wage, hour, or benefit obligations."
hr3803-113,,,"The bill focuses on the repeal of the Affordable Care Act based on public enrollment metrics in health exchanges, rather than regulating private employer obligations regarding wages, hours, or employer-sponsored benefit plans."
hr4212-113,,,"The bill addresses tax depreciation rules for business property improvements and does not regulate private employer obligations regarding wages, hours, or employee benefits."
hr604-113,,,"The bill addresses eligibility for VA-administered educational assistance for military personnel, which involves government benefits rather than private employer wage, hour, or benefit obligations."
hr468-113,,,"The bill exclusively addresses the Federal Employees' Group Life Insurance (FEGLI) program, which is a government-administered benefit for federal employees, and does not regulate private employer wage, hour, or benefit obligations."
s2565-112,,,"The bill addresses tariff suspensions for specific plastic products under the Harmonized Tariff Schedule and does not involve private employer wage, hour, or benefit obligations."
