bill_id,category_id,category_label,reason
hr4570-109,4,Money laundering / financial crime strategy,"The bill focuses on oversight of national security letters, which are used to obtain financial records and other information in the context of financial crime and counterintelligence investigations, aligning with the focus on financial crime strategy and enforcement."
hr4532-113,6,Dodd-Frank reform / implementation,"The bill directly amends the Dodd-Frank Wall Street Reform and Consumer Protection Act, specifically regarding enhanced supervision of bank holding companies by the Financial Stability Oversight Council and the Federal Reserve System."
s3176-109,12,Data breach / identity theft / financial privacy,"The bill focuses on data breach notification, identity theft prevention, and financial data privacy protections for veterans and spouses, directly aligning with category 12."
hr5777-113,2,"Derivatives, swaps, CFTC regulation","The bill directly addresses the regulation of cryptocurrencies, which fall under the definition of virtual currencies and algorithmic protocols for exchange, aligning with the focus on derivatives, swaps, and CFTC regulation as it concerns new financial instruments and technologies."
s237-114,12,Data breach / identity theft / financial privacy,"The bill focuses on the privacy of geolocation information, data breach concerns related to its interception and use, and establishes civil liabilities for violations, all of which fall under data breach/identity theft/financial privacy protections for consumers."
s667-104,7,SOX / PCAOB / audit firm oversight,"The bill focuses heavily on accounting and auditing procedures, auditor liability, and the prosecution of violations related to financial statements, all of which fall under the purview of the Sarbanes-Oxley Act and the PCAOB's oversight of public company auditors."
hr3892-104,6,Dodd-Frank reform / implementation,"The bill amends the Federal Deposit Insurance Corporation Act, which is a core component of the Dodd-Frank Act's framework for managing bank failures and resolving failing institutions, thus representing a reform to existing financial regulations."
s1369-113,9,Banking capital requirements / Basel III,"The bill directly addresses bank capital standards and seeks to tailor them for insurance companies, falling under the scope of banking capital requirements and Basel III implementation."
hr3512-105,7,SOX / PCAOB / audit firm oversight,"The bill includes provisions related to financial statements from prisoners seeking to proceed in forma pauperis, which falls under the broader scope of audit requirements and legal accountability, aligning with SOX/PCAOB/audit firm oversight."
hr768-111,6,Dodd-Frank reform / implementation,"The bill establishes a commission to study the financial crisis and its impact, which directly relates to understanding and potentially reforming the financial system following the events that led to the Dodd-Frank Act."
hr4822-105,8,Investment company / hedge fund / investment adviser regulation,"The bill directly regulates mutual funds and their disclosure requirements under the Investment Company Act of 1940, falling under the scope of investment company regulation."
hr757-112,7,SOX / PCAOB / audit firm oversight,"The bill amends the Securities Investor Protection Act, deals with trustee appointments, and concerns the accuracy of customer statements in bankruptcy, all of which relate to the oversight of public company financial matters and the integrity of financial reporting, falling under the scope of SOX/PCAOB/audit firm oversight."
s910-111,13,TARP oversight and wind-down,"The bill focuses on additional monitoring, accountability, and oversight of the Troubled Asset Relief Program (TARP), which falls under the scope of TARP oversight beyond executive compensation as defined in category 13."
s1511-107,4,Money laundering / financial crime strategy,"The bill's title and summary explicitly focus on combating international money laundering and terrorist financing, and it addresses AML enforcement, financial crime strategy, and coordination of financial institutions and law enforcement authorities to detect and report illicit activities."
hr4354-114,4,Money laundering / financial crime strategy,"The bill includes provisions related to 'fraud offenses and financial crimes' by criminalizing the fraudulent display of a revoked Presidential Medal of Freedom, which falls under the broader scope of financial crime strategy and enforcement."
hr5956-109,7,SOX / PCAOB / audit firm oversight,"The bill amends the Sarbanes-Oxley Act and concerns the collection of penalties in securities law enforcement actions, directly relating to the regulation of public company auditors and the PCAOB's oversight responsibilities."
s220-107,6,Dodd-Frank reform / implementation,"The bill broadly amends Federal bankruptcy law, including provisions related to fraudulent schedules and financial contracts, which falls under the scope of Dodd-Frank reform and implementation as it addresses systemic financial issues and the restructuring of debts."
s3005-111,6,Dodd-Frank reform / implementation,"The bill aims to support federal financial regulatory agencies with data collection, research, and analysis, which directly relates to the implementation and oversight of financial regulations like those established by the Dodd-Frank Act."
s2856-109,6,Dodd-Frank reform / implementation,"The bill explicitly aims to provide 'regulatory relief' and modifies various financial regulations, including those related to broker definitions and Federal Reserve requirements, indicating a focus on reforming existing financial laws like Dodd-Frank."
hr2623-111,7,SOX / PCAOB / audit firm oversight,"The bill focuses on the SEC's authority to investigate and discipline individuals associated with self-regulatory organizations and investment companies, which falls under the purview of audit firm oversight and regulation of public company actors as governed by SOX and the PCAOB."
hr858-108,12,Data breach / identity theft / financial privacy,"The bill directly addresses penalties for aggravated identity theft, expanding existing prohibitions and focusing on data breach and identity theft prevention for consumers."
hr1053-105,7,SOX / PCAOB / audit firm oversight,"The bill concerns securities regulation, specifically relating to quotation requirements and the Securities and Exchange Commission, which falls under the purview of SOX, PCAOB, and audit firm oversight as it impacts the accuracy and transparency of financial reporting."
hr3791-112,16,Corporate nonfinancial / ESG disclosure,"The bill mandates disclosure of employee compensation data broken down by minority and women representation, which falls under the category of corporate nonfinancial/ESG disclosure as it requires reporting on diversity metrics beyond traditional financial data."
s2564-113,4,Money laundering / financial crime strategy,"The bill focuses on combating human trafficking, which inherently involves financial crimes like exploitation and fraud, and includes provisions for anti-money laundering through reporting and addressing deficiencies in services for trafficking victims."
s2845-111,4,Money laundering / financial crime strategy,"The bill prohibits fraudulent documents, which falls under the broader scope of financial crimes and anti-money laundering efforts as false documents can be used to facilitate illicit financial activity."
s1963-103,6,Dodd-Frank reform / implementation,"The bill directly addresses interstate banking regulations and amendments to existing banking laws (Bank Holding Company Act, Federal Deposit Insurance Act, Community Reinvestment Act), which falls under the scope of Dodd-Frank reform/implementation as it concerns the structure and regulation of financial institutions."
hr3448-113,15,Crowdfunding and small-issuer capital formation,"The bill focuses on easing capital formation for small issuers (emerging growth companies) by allowing them to increase tick sizes, which falls under the purview of crowdfunding and small-issuer capital formation legislation."
hr3548-103,7,SOX / PCAOB / audit firm oversight,"The bill concerns financial statements, government trust funds, and reporting requirements related to the minting and sale of commemorative coins, which falls under the broader oversight of financial practices and accounting standards similar to those addressed by SOX and PCAOB regulations."
hr4827-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on fraudulent financial reporting and misleading statements in financial statements, which directly relates to the Sarbanes-Oxley Act's goals of improving the accuracy and reliability of corporate disclosures and audit practices."
s2247-107,7,SOX / PCAOB / audit firm oversight,"The bill explicitly focuses on the regulation of public accounting firms, the establishment of the Public Company Accounting Oversight Board (PCAOB), and improving the quality of independent audits, all of which fall under the scope of SOX/PCAOB/audit firm oversight."
s2679-108,4,Money laundering / financial crime strategy,The bill includes the 'Combating Money Laundering and Terrorist Financing Act of 2004' which directly addresses anti-money laundering (AML) enforcement and forfeiture of assets related to terrorist acts.
hr5027-114,5,Federal Reserve audit / transparency,"The bill directly addresses the Federal Reserve Act, specifically regarding the callable stock of member banks and the use of surplus funds, which falls under the scope of Federal Reserve audit and transparency/governance structure reforms."
hr1750-113,7,SOX / PCAOB / audit firm oversight,"The bill amends the Sarbanes-Oxley Act of 2002 and directs the SEC to conduct cost-benefit analyses of accounting principles, directly relating to SOX, PCAOB, and audit firm oversight."
hr1653-105,7,SOX / PCAOB / audit firm oversight,"The bill amends securities acts and addresses securities fraud litigation, which falls under the purview of SOX, PCAOB, and audit firm oversight as it relates to the regulation of public company securities and fraud prevention."
s1933-112,15,Crowdfunding and small-issuer capital formation,"The bill focuses on improving access to public capital markets for emerging growth companies, easing capital formation requirements, and relates to the JOBS Act by reducing regulatory burdens for smaller issuers going public."
hr3996-111,1,"Systemic risk / FSOC / ""too big to fail""","The bill establishes the Financial Stability Oversight Council (FSOC) to monitor systemic risk and designates financial companies for heightened prudential standards, directly addressing 'too big to fail' policies and systemic financial risk."
hr87-112,6,Dodd-Frank reform / implementation,"The bill explicitly aims to repeal the Dodd-Frank Wall Street Reform and Consumer Protection Act, directly addressing the core subject matter of this category."
hr7275-110,6,Dodd-Frank reform / implementation,"The bill establishes a commission to investigate the 2008 financial crisis and report lessons learned, which directly relates to understanding and potentially reforming the regulatory landscape following the Dodd-Frank Act and the events that led to its passage."
s1661-111,4,Money laundering / financial crime strategy,"The bill focuses on investigating and prosecuting financial fraud targeting seniors, which directly aligns with anti-money laundering and financial crime strategy efforts."
hr1119-116,4,Money laundering / financial crime strategy,"The bill addresses protections for financial institutions providing services to marijuana-related businesses and eliminates penalties for state-authorized marijuana activities, which directly relates to financial crime strategy and anti-money laundering concerns."
hr4950-114,6,Dodd-Frank reform / implementation,"The bill concerns advising the Treasury Department on financial regulation and its effects on financial institutions and securities markets, which falls under the broad scope of Dodd-Frank reform and implementation as it relates to regulatory structure and impact."
hr725-104,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses auditor requirements, fraud detection procedures, and penalties for auditors of public companies, which falls under the scope of the Sarbanes-Oxley Act, the PCAOB, and audit firm oversight."
s3070-115,6,Dodd-Frank reform / implementation,"The bill directly amends provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act, specifically regarding the submission frequency of 'living wills' which are a key component of Dodd-Frank's resolution planning framework."
hr5588-107,12,Data breach / identity theft / financial privacy,"The bill directly addresses penalties for aggravated identity theft, which falls under data breach, identity theft, and financial privacy protections for consumers."
hr1530-115,6,Dodd-Frank reform / implementation,"The bill amends the Financial Stability Act of 2010 (Dodd-Frank Act) and directly addresses data standards for information reported to financial regulatory agencies, which falls under Dodd-Frank implementation and reform."
s1914-105,6,Dodd-Frank reform / implementation,"The bill explicitly amends the bankruptcy code and addresses financial instruments, which falls under the scope of Dodd-Frank reform and implementation as it relates to financial contracts and their treatment in bankruptcy proceedings."
hr1062-104,10,Glass-Steagall / bank-securities separation,"The bill explicitly aims to repeal provisions of the Glass-Steagall Act, which separated commercial banking and securities activities, and focuses on allowing affiliations between banks and securities firms."
hjres19-111,13,TARP oversight and wind-down,The bill directly relates to oversight and potential wind-down of the TARP program (Emergency Economic Stabilization Act of 2008) by limiting further obligations and focusing on specific uses of remaining funds.
hr1574-103,7,SOX / PCAOB / audit firm oversight,"The bill relates to the securities industry and underwriting practices, which falls under the purview of audit and oversight of financial firms, similar to the scope of SOX and PCAOB regulations."
hr555-104,7,SOX / PCAOB / audit firm oversight,"The bill focuses heavily on auditing procedures, auditor liability, and the accuracy of financial statements, all of which fall under the purview of the Sarbanes-Oxley Act and the PCAOB's oversight of public company auditors."
s1206-114,1,"Systemic risk / FSOC / ""too big to fail""","The bill directly addresses the concept of 'Too Big To Fail' entities, directs the Financial Stability Oversight Council to compile a list of such entities, and aims to break them up, which falls squarely within the scope of systemic risk and FSOC regulation."
hr4318-104,6,Dodd-Frank reform / implementation,"The bill explicitly aims to reform the banking system and deposit insurance through a cross-guarantee system, which constitutes a significant overhaul of existing financial regulations and can be considered a form of Dodd-Frank reform/implementation as it fundamentally alters the financial safety net."
hr3652-110,19,Corporate bankruptcy: employee and retiree protections,"The bill explicitly focuses on protections for employees and retirees in bankruptcy proceedings, covering wages, benefits, pension plans, severance pay, and collective bargaining agreements."
hr3868-114,8,Investment company / hedge fund / investment adviser regulation,"The bill directly amends the Investment Company Act of 1940 and focuses on regulations related to business development companies (BDCs), which are a type of investment company."
s2208-114,11,Shareholder rights / corporate governance,"The bill addresses employment discrimination protections for survivors of violence and promotes financial empowerment, which falls under shareholder rights and corporate governance by focusing on employee rights and protections within companies."
s1526-113,7,SOX / PCAOB / audit firm oversight,The bill directly amends the Sarbanes-Oxley Act of 2002 and concerns the Public Company Accounting Oversight Board (PCAOB) and regulation of public company auditors.
hr2827-112,7,SOX / PCAOB / audit firm oversight,"The bill focuses on the regulation of municipal advisors, clarifying their registration requirements, fiduciary duties, and prohibited activities, which falls under the broader scope of securities regulation and audit oversight similar to the Sarbanes-Oxley Act and PCAOB regulations."
s2867-114,7,SOX / PCAOB / audit firm oversight,"The bill focuses on SEC regulations, oversight, and advisory bodies related to small businesses and their access to capital, which falls under the purview of audit firm oversight and corporate governance as it relates to public company reporting requirements."
hr3789-105,7,SOX / PCAOB / audit firm oversight,"The bill concerns federal court jurisdiction over class actions, particularly those involving securities fraud and securities regulation, and touches upon aspects of audit firm oversight through its impact on securities litigation, aligning with the focus of SOX/PCAOB/audit firm oversight."
hr1341-110,16,Corporate nonfinancial / ESG disclosure,"The bill mandates the disclosure of corporate income reported to the IRS in SEC filings, which falls under the category of requiring non-financial information disclosure related to tax transparency."
hr4173-111,6,Dodd-Frank reform / implementation,"The bill is explicitly identified as the Dodd-Frank Wall Street Reform and Consumer Protection Act, which directly amended, implemented, and reformed provisions of existing financial regulations."
s265-103,6,Dodd-Frank reform / implementation,"The bill focuses on reducing the regulatory burden on financial institutions, modifying criteria related to lending standards, accounting objectives, and capital standards, which directly relates to the implementation and reform of financial regulations like Dodd-Frank."
s1256-116,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses the Public Company Accounting Oversight Board (PCAOB) and its disciplinary proceedings, which falls under the scope of SOX and audit firm oversight."
hr33-113,5,Federal Reserve audit / transparency,"The bill explicitly focuses on reforming the audit process of the Federal Reserve System and increasing transparency through detailed reports to Congress, directly aligning with the 'Federal Reserve audit / transparency' category."
hr4651-105,4,Money laundering / financial crime strategy,"The bill contains numerous amendments relating to federal criminal law and procedure, including provisions addressing bank fraud, embezzlement, and other financial crimes, falling under the umbrella of financial crime strategy and enforcement."
s2717-107,7,SOX / PCAOB / audit firm oversight,"The bill focuses on increasing penalties for financial fraud, requiring certification of financial statements by executives, and reviewing sentencing guidelines related to fraud offenses, all of which fall under the purview of SOX, PCAOB, and audit firm oversight."
hr5251-108,7,SOX / PCAOB / audit firm oversight,"The bill concerns the applicability of state laws to national banks, including consumer fraud laws and state bank regulations, which relates to oversight and regulation of financial institutions and could impact audit and compliance procedures."
hr4718-114,11,Shareholder rights / corporate governance,"The bill focuses on increasing gender diversity on corporate boards and requires disclosures to shareholders regarding board composition, which directly relates to corporate governance and shareholder rights."
s3709-112,6,Dodd-Frank reform / implementation,"The bill calls for a GAO examination of transactions between large financial institutions and the federal government, which is a form of oversight related to the financial crisis and potential impacts of Dodd-Frank implementation and related policies."
hr3009-113,2,"Derivatives, swaps, CFTC regulation","The bill directly regulates futures contracts and the Commodity Futures Trading Commission (CFTC), focusing on investor protection within the commodities markets, which falls under the scope of derivatives and CFTC regulation."
hr6638-115,7,SOX / PCAOB / audit firm oversight,"The bill focuses on disclosure requirements related to cybersecurity expertise on company governing bodies, which falls under the oversight of public company auditors and corporate governance practices regulated by the SEC and PCAOB."
s1070-113,4,Money laundering / financial crime strategy,"The bill addresses fraud offenses and financial crimes related to mobile device identification numbers, which can be used in illicit activities and therefore falls under the umbrella of financial crime strategy."
sjres9-115,6,Dodd-Frank reform / implementation,"The bill directly addresses a rule mandated by the Dodd-Frank Act and seeks to disapprove it, making it legislation related to Dodd-Frank reform/implementation."
s1208-113,18,Consumer / predatory mortgage lending,"The bill focuses on consumer protection related to rental-purchase agreements, which are a form of lending and directly impacts mortgage lending practices and predatory lending protections."
hr4096-114,6,Dodd-Frank reform / implementation,"The bill directly amends a provision related to the Volcker Rule, which was established by the Dodd-Frank Act, making it fall under Dodd-Frank reform/implementation legislation."
hr5607-114,4,Money laundering / financial crime strategy,"The bill focuses on enhancing the Department of the Treasury's role in protecting national security through anti-terrorism financing efforts, which directly relates to money laundering and financial crime strategy."
s832-108,7,SOX / PCAOB / audit firm oversight,"The bill concerns avoiding transfers related to excessive compensation and violations of securities laws in bankruptcy, which falls under the purview of accounting, corporate finance, and regulation of securities, aligning with the focus of SOX/PCAOB/audit firm oversight."
hr531-110,4,Money laundering / financial crime strategy,"The bill focuses on reducing financial abuse and fraud among mid-life and older Americans, which directly relates to financial crime strategy and anti-money laundering efforts targeting vulnerable populations."
hr2123-104,6,Dodd-Frank reform / implementation,"The bill directly addresses the implementation and structure of deposit insurance funds (SAIF and BIF) within the FDIC, which falls under the broader scope of Dodd-Frank reform and the restructuring of the financial system following financial crises."
hr4626-113,7,SOX / PCAOB / audit firm oversight,"The bill concerns access to information provided to regulatory systems and the protection of privilege and confidentiality, which falls under the purview of audit firm oversight and regulation of public company auditors as it relates to information sharing with regulators."
hr758-108,9,Banking capital requirements / Basel III,"The bill addresses bank capital requirements by revising the ratio of reserves institutions must maintain and discusses interest on reserves, which directly relates to bank capital and liquidity."
s1968-114,16,Corporate nonfinancial / ESG disclosure,"The bill mandates disclosure of non-financial information (forced labor practices in supply chains) by public companies, fitting the definition of corporate nonfinancial/ESG disclosure legislation."
hr713-111,8,Investment company / hedge fund / investment adviser regulation,"The bill specifically focuses on studying the hedge fund industry, which falls under the regulation of investment advisers and funds as defined in category 8."
s573-116,22,Insider trading reform,"The bill specifically focuses on Rule 10b5-1 trading plans, which are central to the statutory definition of insider trading and enforcement of insider trading laws."
hr704-115,6,Dodd-Frank reform / implementation,"The bill amends existing financial legislation (Federal Home Loan Bank Act) to expand the scope of advances and collateral available to community development financial institutions, which falls under the broader category of Dodd-Frank reform/implementation as it adjusts the financial landscape."
s2619-113,4,Money laundering / financial crime strategy,"The bill focuses on preventing human smuggling, which is a financial crime, and includes provisions related to repatriation, interdiction, and enhanced penalties for smuggling activities, all falling under the umbrella of financial crime strategy and anti-money laundering enforcement."
hr1256-106,7,SOX / PCAOB / audit firm oversight,"The bill concerns the Securities and Exchange Commission (SEC) and its fee collection practices, which falls under the regulation of public companies and the oversight of the SEC, aligning with the scope of SOX/PCAOB/audit firm oversight."
hr6954-110,4,Money laundering / financial crime strategy,"The bill focuses on preventing mail, telemarketing, and internet fraud targeting seniors, which directly relates to anti-money laundering enforcement and financial crime strategy, specifically targeting vulnerable populations."
hr1118-115,7,SOX / PCAOB / audit firm oversight,"The bill concerns liability standards for sellers of products, which touches upon evidence, witnesses, and potentially the responsibilities of those involved in the stream of commerce, aligning with the broader themes of corporate governance and audit-like oversight of product quality and safety."
hr977-111,2,"Derivatives, swaps, CFTC regulation","The bill explicitly focuses on bringing greater transparency and accountability to commodity markets, defining and classifying index traders and swap dealers, setting reporting requirements for derivatives positions, and regulating over-the-counter contracts, all of which fall under the regulation of derivatives, swaps, and the CFTC."
hr944-105,16,Corporate nonfinancial / ESG disclosure,"The bill requires disclosure of corporate charitable contributions, which falls under the category of non-financial information disclosure related to corporate behavior and transparency."
hr4913-114,6,Dodd-Frank reform / implementation,"The bill directly addresses the restructuring of Fannie Mae and Freddie Mac, which were central subjects of the Dodd-Frank Act and subsequent implementation efforts related to housing finance reform."
hr1226-109,9,Banking capital requirements / Basel III,"The bill focuses on capital standards for financial institutions, specifically relating to the Basel Committee on Banking Supervision and U.S. implementation of those standards, which directly falls under banking capital requirements."
hr3005-104,6,Dodd-Frank reform / implementation,"The bill explicitly aims to amend Federal securities laws and the Investment Company Act of 1940, indicating direct engagement with the Dodd-Frank framework and its implementation through revisions to existing legislation."
hr1495-104,8,Investment company / hedge fund / investment adviser regulation,"The bill directly amends the Investment Company Act of 1940, focusing on the regulation of mutual funds, investment advisers, and related aspects of investment company governance and operations."
hr681-104,7,SOX / PCAOB / audit firm oversight,"The bill focuses on reforming private enforcement of federal securities laws, attorney's fees, and class action procedures, all of which relate to the Sarbanes-Oxley Act's goals of improving corporate governance and audit oversight."
hr4038-107,2,"Derivatives, swaps, CFTC regulation","The bill explicitly focuses on regulating derivatives, swaps, and combines the functions of the CFTC and SEC, which are key regulators of these markets."
hr2517-112,11,Shareholder rights / corporate governance,"The bill focuses on shareholder authorization of political expenditures, proxy votes, and director liability, all of which fall under the umbrella of shareholder rights and corporate governance."
hr1090-114,7,SOX / PCAOB / audit firm oversight,"The bill focuses on standards of conduct for brokers and dealers, SEC regulation, and potential impacts on investment advisors, all of which fall under the purview of the Sarbanes-Oxley Act's oversight of public company auditors and financial reporting."
hr3623-113,15,Crowdfunding and small-issuer capital formation,"The bill focuses on easing capital formation for emerging growth companies through changes to IPO registration processes and disclosure requirements, aligning with the goals of crowdfunding and small-issuer capital formation legislation."
s1396-109,8,Investment company / hedge fund / investment adviser regulation,"The bill directly amends the Investment Company Act of 1940 and focuses on regulating investment companies and their investments in small businesses, aligning with the description of category 8."
hr6921-110,2,"Derivatives, swaps, CFTC regulation","The bill focuses on oversight and transparency of commodity futures markets, including reporting requirements for index traders and swap dealers, and falls under the regulation of the Commodity Futures Trading Commission (CFTC) and derivatives/swaps trading."
s484-115,8,Investment company / hedge fund / investment adviser regulation,"The bill directly addresses regulation of investment companies and amends the Investment Company Act of 1940, falling squarely within the scope of investment company regulation."
hr2661-109,7,SOX / PCAOB / audit firm oversight,"The bill concerns securities regulation and government trust funds, specifically relating to arbitrage exceptions and distributions, which falls under the broader scope of audit and oversight of financial instruments and regulations like those addressed by SOX and PCAOB."
hr3128-111,21,Credit rating agency regulation,"The bill directly addresses the methodologies of Nationally Recognized Statistical Rating Organizations (NRSROs) and their ratings of asset-backed securities, which falls under credit rating agency regulation."
hr2555-111,14,Insurance regulation,"The bill focuses on homeowners' insurance coverage for catastrophic events, establishing a consortium, providing debt guarantees, reinsurance coverage, and mitigation grants, all of which fall under the scope of insurance regulation."
s314-109,19,Corporate bankruptcy: employee and retiree protections,"The bill focuses on protecting workers, pensioners, and small businesses in bankruptcy cases, which directly relates to employee and retiree protections within the context of corporate bankruptcy proceedings."
hr7240-110,7,SOX / PCAOB / audit firm oversight,"The bill directly addresses accounting and auditing rules (fair value accounting, rule 10a-1, regulation SHO) and involves the SEC, which is closely tied to the oversight of public company auditors and the Sarbanes-Oxley Act framework."
hr2266-113,6,Dodd-Frank reform / implementation,"The bill directly amends the Dodd-Frank Act, specifically focusing on systemically important entities and their financial stability, which falls under the scope of Dodd-Frank reform and implementation."
s383-111,13,TARP oversight and wind-down,"The bill focuses on oversight of the Troubled Asset Relief Program (TARP), specifically enhancing the authorities and responsibilities of the Special Inspector General (SIGTARP) established to monitor TARP funds, which falls directly under TARP oversight and wind-down activities."
hr1577-111,3,Executive compensation at financial firms / TARP,"The bill focuses on recouping and restricting incentive bonus and retention payments made to executives and employees of financial firms, particularly those receiving TARP funds, directly addressing executive compensation issues."
hr1184-113,4,Money laundering / financial crime strategy,"The bill directly addresses penalties for violations of anti-structuring laws, which fall under the umbrella of anti-money laundering (AML) enforcement and financial crime strategy."
hr1667-111,4,Money laundering / financial crime strategy,"The bill focuses on prohibiting fraud offenses and financial crimes related to military action and reconstruction efforts, which directly aligns with anti-money laundering and financial crime strategy."
hr4291-109,11,Shareholder rights / corporate governance,"The bill focuses on increased disclosure requirements and shareholder voting related to executive compensation, which directly aligns with shareholder rights and corporate governance principles."
s1211-104,4,Money laundering / financial crime strategy,"The bill focuses on improving the collection and enforcement of restitution to victims of crime, which directly relates to financial crime strategy and ensuring compensation for victims, a key aspect of anti-money laundering and financial crime efforts."
hr975-108,19,Corporate bankruptcy: employee and retiree protections,"The bill focuses heavily on amendments to the bankruptcy code, specifically addressing protections for debtors and provisions related to employee and retiree considerations within bankruptcy proceedings, as evidenced by sections dealing with special circumstances, domestic support obligations, and crime victim claims."
hr2695-111,1,"Systemic risk / FSOC / ""too big to fail""","The bill addresses competitive rates and terms for merchants accessing electronic payment systems, which relates to systemic financial risk and the overall structure of the financial marketplace, potentially impacting 'too big to fail' institutions and the Financial Stability Oversight Council's purview."
s1780-113,7,SOX / PCAOB / audit firm oversight,"The bill directly concerns funding for the Public Company Accounting Oversight Board (PCAOB), which is central to the regulation of public company auditors and falls under the scope of SOX oversight."
s2062-108,7,SOX / PCAOB / audit firm oversight,"The bill focuses on procedures related to class action settlements, attorney's fees, and judicial oversight, which aligns with the regulation of public company auditors and legal proceedings, falling under the scope of SOX/PCAOB/audit firm oversight."
s3274-109,7,SOX / PCAOB / audit firm oversight,"The bill includes provisions related to auditing, record keeping (bank and business records), and establishing a claims resolution process which falls under the purview of financial accounting and oversight, similar to SOX and PCAOB regulations."
hr5233-113,4,Money laundering / financial crime strategy,"The bill addresses the theft of trade secrets, which falls under the umbrella of financial crime and specifically focuses on protecting business records and preventing economic espionage, aligning with the focus of anti-money laundering and financial crime strategy."
s318-105,18,Consumer / predatory mortgage lending,"The bill focuses heavily on private mortgage insurance (PMI) cancellation, disclosure requirements, and liability related to mortgage loans, directly addressing consumer protection and predatory lending concerns within the mortgage market."
hr1223-112,6,Dodd-Frank reform / implementation,"The bill directly addresses the implementation of credit risk retention requirements under the Securities Exchange Act of 1934, which was amended by the Dodd-Frank Act, making it a matter of Dodd-Frank reform/implementation."
hr2905-115,12,Data breach / identity theft / financial privacy,"The bill directly addresses identity theft, including scams perpetrated by individuals impersonating IRS employees, and focuses on data breach and identity theft prevention for consumers."
s3270-114,4,Money laundering / financial crime strategy,"The bill focuses on preventing and prosecuting elder abuse and exploitation, which directly relates to financial crime strategy and anti-money laundering efforts as elder abuse often involves fraud offenses and financial crimes."
s239-110,12,Data breach / identity theft / financial privacy,"The bill focuses on data breach notification requirements and financial data privacy protections for consumers, directly aligning with the description of Category 12."
hr5594-114,4,Money laundering / financial crime strategy,"The bill explicitly focuses on establishing a national strategy for combating the financing of terrorism and related financial crimes, which directly aligns with the definition of anti-money laundering (AML) enforcement and financial crime strategy."
hr5606-114,4,Money laundering / financial crime strategy,"The bill focuses on information sharing between financial institutions to combat money laundering and terrorist financing, which directly relates to anti-money laundering (AML) enforcement and financial crime strategy."
hr4203-106,2,"Derivatives, swaps, CFTC regulation","The bill explicitly addresses the clearing of over-the-counter derivative instruments and clarifies the jurisdiction of the CFTC and SEC over these instruments, falling squarely within the scope of derivatives regulation."
s2536-105,4,Money laundering / financial crime strategy,"The bill focuses heavily on international crime, including money laundering, and improving cooperation to deter international crime and terrorism, which directly aligns with the focus of category 4 on anti-money laundering enforcement and financial crime strategy."
hr4492-103,2,"Derivatives, swaps, CFTC regulation","The bill explicitly concerns the Commodity Futures Trading Commission (CFTC) and futures trading, directly falling under the scope of derivatives and CFTC regulation."
hr618-103,7,SOX / PCAOB / audit firm oversight,"The bill focuses on securities regulation, recordkeeping requirements for brokers and dealers, preventing fraud and manipulation in securities transactions, and oversight of securities associations, all of which fall under the purview of SOX, PCAOB, and audit firm oversight."
hr6079-109,8,Investment company / hedge fund / investment adviser regulation,"The bill specifically focuses on studying the hedge fund industry, including investor protections and regulation, which falls under the purview of investment company/hedge fund/investment adviser regulation."
hr6332-115,4,Money laundering / financial crime strategy,"The bill explicitly concerns the Financial Crimes Enforcement Network (FinCEN) and the use of financial activity data to counter weapons proliferation, which falls under financial crime strategy and anti-money laundering efforts."
hr2575-108,6,Dodd-Frank reform / implementation,"The bill directly addresses the regulation and oversight of Fannie Mae and Freddie Mac, which are central to the Dodd-Frank Act's provisions regarding systemic risk and financial stability, thus constituting Dodd-Frank reform/implementation."
hr4208-108,7,SOX / PCAOB / audit firm oversight,"The bill amends the Sarbanes-Oxley Act and directs the SEC to create rules regarding executive compensation and profit recapture, directly relating to SOX and audit firm oversight."
s3186-112,4,Money laundering / financial crime strategy,"The bill prohibits altering mobile device identification numbers, which falls under fraud offenses and financial crimes as it could be used to conceal stolen property and facilitate illicit activity."
hr1638-112,5,Federal Reserve audit / transparency,"The bill directly addresses the Federal Reserve's governance structure by removing its authority to pay earnings on reserves and mandates a specific monetary policy (linking the dollar to the price of gold), which falls under audit and transparency concerns."
hr1657-104,9,Banking capital requirements / Basel III,"The bill focuses on bank capital requirements, specifically addressing capital measurement components for credit risk and interest rate risk, and mandates prompt corrective action for inadequately capitalized member banks, aligning with the category of Banking capital requirements / Basel III."
s945-106,18,Consumer / predatory mortgage lending,"The bill focuses heavily on consumer credit, mortgage lending practices, TILA disclosures, and protections against predatory lending, all of which fall under the scope of consumer/predatory mortgage lending legislation."
hr6366-109,4,Money laundering / financial crime strategy,"The bill focuses on reforming requirements for reporting cash transactions, which directly relates to anti-money laundering (AML) efforts and financial crime prevention by adjusting reporting thresholds and potentially reducing unnecessary paperwork for financial institutions."
hr2998-113,7,SOX / PCAOB / audit firm oversight,"The bill concerns the regulation of dispute resolution (specifically arbitration) related to securities, which falls under the purview of the Sarbanes-Oxley Act and the oversight of the PCAOB as it relates to auditor independence and accountability in financial reporting."
