bill_id,relevant,confidence,reason,captured_by_keyword
hr4568-113,True,high,"The bill directly revises SEC forms (S-1 and S-3) related to the registration of securities, impacting corporate financial disclosure requirements for smaller reporting companies accessing public markets.",True
hr5314-114,True,high,"The bill addresses 'fraud offenses and financial crimes' related to prescription drugs, which can involve financial aspects of illicit drug trafficking and potentially implicate corporate financial conduct through diversion of controlled substances.",False
s12-108,True,high,"While not explicitly focused on securities, the Class Action Fairness Act of 2004 significantly alters the procedures for *interstate* class action lawsuits, which are frequently used to address corporate financial misconduct like securities fraud and accounting fraud, impacting potential penalties and outcomes for corporations and their counsel.",True
hr3306-103,True,high,"The bill directly regulates the retail sale of nondeposit investment products by insured depository institutions, including specific disclosure requirements and restrictions on advertising and sales practices related to investment risk, which falls under securities regulation and corporate financial conduct.",True
s2917-114,True,high,"The bill reauthorizes the CFTC, addresses rules regarding FCMs and customer funds (potentially related to segregation and accounting), and includes provisions related to swap regulation, reporting requirements, and the powers of the CFTC, all of which fall under the regulation of corporate financial conduct.",False
hr4213-105,True,high,"The bill directly addresses fees collected by the SEC related to securities sales and regulates the SEC's fee-setting authority, impacting the regulation of securities markets and financial instruments.",False
hr2424-111,True,high,"The bill authorizes the Comptroller General to review credit facilities established by the Federal Reserve during the financial crisis, which includes examining the lending to private institutions, directly impacting financial services and investments and potentially uncovering issues related to financial conduct during a crisis.",False
hr4791-105,True,high,"The bill explicitly addresses the use of 'Government securities' as a method for ensuring payment of damage awards, which falls under the regulation of financial instruments.",False
s633-104,True,high,The bill directly addresses 'Information disclosure (Securities law)' and 'Securities regulation' by establishing customer disclosure requirements and coordinating enforcement with the SEC regarding the sale of nondeposit investment products by banks.,True
hr4250-116,False,high,"While the bill concerns financial services and investments, it specifically focuses on exempting charitable organizations from commodity trading regulations, not on regulating corporate financial conduct related to securities, accounting, disclosure, or the SEC.",False
hr2822-111,True,high,"The bill expands penalties for theft or bribery involving programs receiving federal funds and includes government theft and bribery offenses as predicates for racketeering and money laundering prosecutions, which directly relates to financial crimes and potential corporate misconduct.",False
s209-113,True,high,"The bill mandates a full audit of the Federal Reserve, including a review of loan files related to enforcement actions against supervised financial institutions, which directly concerns the financial conduct and oversight of those institutions and their reporting practices.",False
hr2387-109,False,high,"The bill focuses on privacy exemptions under the Gramm-Leach-Bliley Act and does not directly address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr3140-109,True,high,"The bill directly addresses the security of 'nonpublic personal information' held by financial institutions and requires data security notification requirements, impacting financial statements and potentially fraud prevention related to financial data.",False
hr183-103,True,high,"The bill explicitly grants the Corporation the power to acquire shares of insured depository institutions and holding companies, which directly relates to the financial sector and corporate financial conduct, even if the purpose is regional economic development.",True
s737-113,True,high,"The bill directly addresses revisions to general risk-based capital requirements for determining risk-weighted assets, which are core components of corporate financial regulation and reporting, and seeks to ensure consistency with Dodd-Frank requirements related to prudential standards.",False
s1896-107,True,high,"The bill directly regulates corporate financial conduct by prohibiting accounting firms from providing non-audit services to audit clients to prevent conflicts of interest and maintain auditor independence, which is crucial for accurate financial reporting and securities regulation.",False
hr2947-114,True,high,"The bill explicitly addresses the liquidation, reorganization, or recapitalization of large financial corporations in bankruptcy, including an exemption from securities laws and treatment of qualified financial contracts, directly impacting corporate financial conduct and potentially securities markets.",True
s1275-103,True,high,"The bill contains significant provisions related to securities regulation through the 'Small Business Loan Securitization and Secondary Market Enhancement Act of 1994' (Title II), which defines 'small business related securities' and modifies securities laws to facilitate their investment, as well as provisions related to accounting principles and capital requirements for banks investing in these securities.",True
hr749-109,False,high,"The bill focuses on expanding financial services offered by credit unions to their members, specifically regarding money orders, check cashing, and money transfers, and does not address corporate financial conduct, securities regulation, or the SEC.",False
hr1114-107,True,high,"The bill directly regulates corporate financial conduct by requiring financial institutions to implement record-keeping, reporting, and beneficial owner identification measures to combat money laundering, which is closely tied to securities fraud and financial transparency.",False
hr4629-111,True,high,"The bill explicitly mentions 'Securities' as a subject and involves state special purpose vehicles (SPVs) which, while not directly financial institutions, are vehicles often used in complex financial transactions and could be subject to securities regulations related to their creation and operation.",False
s1959-111,True,high,"The bill expands the definition of 'health care fraud' to include financial crimes related to kickbacks, bribes, and ERISA, and makes these violations subject to the False Claims Act, directly addressing fraud offenses and financial crimes.",False
hr1487-104,True,high,"The bill revises parameters for FHLB stock (a security), establishes the Office of Finance Corporation to issue FHLB bonds and debentures (financial instruments), and prohibits excessive compensation to employees, directly regulating corporate financial conduct.",True
hr1575-111,True,high,"The bill directly regulates corporate financial conduct by authorizing the Attorney General to review and potentially recover excessive compensation paid by entities receiving federal financial assistance, which is tied to corporate financial reporting and governance.",False
hr865-107,True,high,"The bill directly regulates corporate financial conduct by extending the Community Reinvestment Act (CRA) to non-bank affiliates of financial institutions, imposing data reporting requirements related to lending practices and insurance availability, and tying CRA ratings to the ability to engage in financial activities.",True
s1311-115,True,high,"The bill includes provisions concerning restitution for victims and penalties for offenses like slavery and sex trafficking, which can involve the illicit financial activities of corporations and require accounting and auditing of related funds.",False
hr3375-109,True,high,"Although focused on credit reporting agencies, the bill establishes data security safeguards for 'sensitive financial account and identity information' and addresses fraud mitigation procedures, directly impacting the handling of financial data and potential harm to consumers related to financial accounts, and specifically mentions the SEC among the relevant regulatory bodies.",False
s3714-110,True,high,"This bill directly regulates derivative securities and swaps, which are financial instruments, and expands the CFTC's regulatory power over these markets, impacting corporate financial conduct.",False
s2270-113,True,high,"The bill directly addresses financial reporting requirements for companies engaged in the insurance business, specifically exempting them from Generally Accepted Accounting Principles (GAAP) and allowing them to continue using Statutory Accounting Principles, which impacts corporate financial disclosure.",True
s3579-111,True,high,"The bill explicitly grants enforcement powers to the SEC and other financial regulators regarding data security breaches affecting entities maintaining sensitive account information, directly impacting corporate financial conduct and potential liabilities.",False
s229-108,True,high,"The bill directly addresses deposit insurance, assessment rates for insured depository institutions, and restrictions on accepting certain types of deposits (employee benefit plans), all of which relate to the financial conduct and stability of banks and savings associations.",False
hr801-113,True,high,"The bill directly regulates the registration requirements for savings and loan holding companies with the SEC, impacting financial disclosure and transparency based on asset size and number of shareholders.",False
s872-113,True,high,"The bill directly amends the Securities Exchange Act of 1934 to regulate the registration requirements for savings and loan holding companies with the SEC, impacting securities disclosure and market participation.",False
hr491-115,True,high,"The bill directly addresses the financial obligations and repayment structure of Fannie Mae and Freddie Mac, which are securities-related government-sponsored enterprises, and modifies the terms of their agreement with the Treasury regarding payments that are treated as principal and interest on a loan.",False
hr1263-114,True,high,"The bill directly impacts the regulatory authority of the CFPB, which has broad powers over financial institutions and their conduct, and modifies the Financial Stability Oversight Council's ability to oversee and potentially overturn CFPB regulations related to financial safety and soundness.",False
hr1418-112,False,high,"While the bill concerns credit and credit markets and financial institutions, it focuses on member business loans within credit unions and does not directly address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
hr4340-111,False,high,"While the bill concerns financial services and lending, it focuses on facilitating loans to businesses and encouraging lending practices, not on regulating corporate financial conduct like securities fraud, disclosure, or governance.",False
hr6616-112,True,high,"The bill directly addresses the enforcement of foreign taxes on securities transactions occurring in the U.S., impacting the regulation of securities markets and potentially corporate financial conduct related to those transactions.",False
hr1461-105,False,high,"While the bill concerns financial institutions, it focuses on providing temporary regulatory relief to depository institutions affected by a natural disaster and does not address corporate financial conduct, securities regulation, or the SEC.",False
s1260-110,True,high,"The bill directly addresses 'fraud' and 'financial statements' and specifically includes the 'Securities and Exchange Commission' among the federal regulatory agencies with enforcement powers over entities maintaining sensitive account information, indicating a focus on corporate financial conduct related to data security breaches.",False
s2698-113,True,high,"The bill explicitly excludes bank holding companies with securities registered with the SEC from the revised Small Bank Holding Company Policy Statement, directly addressing corporate financial disclosure and transparency requirements related to securities.",False
hr323-110,True,high,"The bill directly regulates financial institutions by modifying currency transaction reporting (CTR) requirements, which are a key component of preventing money laundering and ensuring financial transparency.",True
hr3786-108,False,high,"The bill concerns the production of security documents for foreign governments and does not directly regulate corporate financial conduct, securities, or the SEC.",False
hr3129-108,True,high,"The bill directly regulates the disclosure requirements of insurance companies regarding historical insurance policies, which falls under corporate financial conduct and transparency related to claims and business records.",False
hr2433-115,True,high,"The bill directly addresses fraud offenses and financial crimes related to virtual currency, which falls under the regulation of financial instruments and potential securities fraud if virtual currencies are treated as securities.",False
hr2520-104,False,low,parse_error,True
s900-111,False,high,"While the bill regulates credit cards (a financial instrument) and involves the Federal Reserve System, its primary focus is consumer credit safety and transparency through a rating system, not corporate financial conduct related to securities, accounting, or market regulation.",True
hr2633-111,True,high,"The bill directly regulates the corporate finance and management of automobile manufacturers receiving TARP funds, specifically restricting their business investment and capital allocation related to foreign subsidiaries, which falls under corporate financial conduct.",False
s2123-103,True,high,"The bill directly regulates the engagement of insured depository institutions and credit unions with derivative financial instruments, which fall under the category of financial instruments and securities regulation, and requires disclosure related to risk associated with these transactions.",False
hr1595-116,True,high,"The bill directly addresses the regulation of banking institutions providing financial services, specifically loans and payment processing, to cannabis-related businesses, which implicates financial crimes and fraud offenses related to those transactions.",False
hr336-113,True,high,"The bill directly addresses fraud offenses and financial crimes related to the transfer of tickets for money or property, which constitutes a form of financial transaction and potential counterfeiting, falling under the scope of financial conduct regulation.",False
s869-111,True,high,"Although focused on debt reduction, the bill directly concerns the repayment of funds from the Troubled Asset Relief Program (TARP), which provided assistance to financial institutions, and thus relates to the financial conduct of those institutions receiving aid.",False
hr4216-114,True,high,"The bill directly amends the Investment Company Act of 1940 regarding money market funds, alters valuation methods, and grants the SEC authority to prescribe quality and liquidity requirements, all of which fall under the regulation of securities markets and financial instruments and SEC powers.",False
s1015-106,True,high,"The bill directly addresses securities fraud prevention, increases penalties for Internet-related securities violations, mandates online trading disclosures, and reforms the SEC's powers regarding online investor protection and enforcement.",True
hr4915-113,True,high,"The bill directly addresses Regulation D under the Securities Act of 1933, which governs the private offering of securities, and proposes changes to the rules surrounding general solicitation in such offerings, thus regulating corporate financial conduct related to securities sales.",True
hr3766-111,False,high,"Although the bill utilizes funds from the TARP program, its primary focus is on housing assistance and relief for homeowners, not on regulating corporate financial conduct, securities markets, or financial reporting.",False
sjres47-115,True,high,"Although focused on consumer financial products, the rule directly regulates the terms of contracts offered by financial service providers and requires reporting to the CFPB, impacting financial conduct and transparency.",False
s1663-114,True,high,"The bill expands the definition of telemarketing fraud to include schemes inducing investment for financial profit and applies enhanced penalties to fraud targeting those over 55, directly regulating financial crimes and potentially securities fraud.",False
hr5061-114,True,high,"The bill explicitly includes 'fraud offenses and financial crimes' as a subject, suggesting a connection to potential financial exploitation related to trafficking, even though the primary focus is on prevention and training.",False
hr3857-114,True,high,"The bill directly regulates the Financial Stability Oversight Council's (FSOC) ability to designate nonbank financial companies for supervision under the Financial Stability Act of 2010, which impacts prudential standards and the overall financial system, thus affecting corporate financial conduct.",False
s3510-110,True,high,"The bill directly regulates corporate finance by prohibiting the Federal Reserve from providing discount rate loans to corporations, impacting their access to credit and thus their financial conduct.",False
hr1332-106,False,high,"While the bill adjusts disclosure requirements and penalties related to consumer credit, it focuses on consumer protection and does not directly address corporate financial conduct, securities fraud, accounting fraud, or the regulation of securities markets.",False
s410-105,True,high,"The bill directly concerns securities regulation through its amendment of the Investment Advisers Supervision Coordination Act, which governs the oversight of investment advisers.",False
hr4570-109,True,high,"The bill directly concerns the compelled production of 'business records' via national security letters, which can include financial statements, and establishes oversight procedures related to their issuance and handling, thus regulating corporate financial conduct through information access.",False
hr4532-113,True,high,"The bill amends Dodd-Frank to specify when bank holding companies are subject to enhanced supervision by the Federal Reserve, directly regulating the prudential standards applied to large financial institutions and impacting their financial conduct.",False
s3176-109,True,high,"The bill directly addresses fraud and identity theft impacting veterans, and includes provisions related to consumer credit reporting agencies and extended fraud alerts, which fall under the regulation of corporate financial conduct.",False
hr5777-113,True,high,"The bill directly addresses the tax treatment of cryptocurrencies as a 'medium for exchange' and seeks to prevent regulations that would discourage their use, impacting how corporations and individuals report and handle cryptocurrency-related financial transactions.",False
s237-114,True,high,"The bill amends the federal criminal code to include geolocation information services within the definition of a 'covered entity' for purposes of provisions prohibiting obtaining confidential phone records information by fraud, and directs the Sentencing Commission to review guidelines for fraud related to such information, directly addressing 'fraud offenses and financial crimes'.",False
s667-104,True,high,"The bill directly addresses securities fraud, accounting fraud, corporate financial disclosure requirements, and reforms the powers of the SEC, making it highly relevant to the regulation of corporate financial conduct.",True
hr3892-104,True,high,"The bill directly addresses 'bank fraud' and 'bank records' in the context of FDIC receiverships, impacting the adjudication of claims against institutions and potentially uncovering fraudulent activity related to asset acquisition and side agreements.",True
s1369-113,True,high,"The bill directly alters capital standards applicable to financial institutions—specifically, it exempts insurance companies from certain bank capital rules established under Dodd-Frank, impacting their financial regulation and potentially their financial reporting requirements.",False
hr3512-105,True,high,"The bill includes a provision regarding 'financial statements' as a subject and mandates a 25% assessment on prisoner wages, which could be considered a form of financial regulation related to the handling of funds generated from labor.",False
hr2402-113,False,high,"The bill focuses on the structure and funding of the Consumer Financial Protection Bureau, which primarily regulates consumer financial products and services, and does not address corporate financial conduct, securities regulation, or the SEC.",False
hr768-111,True,high,"Although primarily focused on the causes of the financial crisis and its impact on the federal deficit, the bill's mandate to study the financial crisis inherently requires investigation into the financial conduct and arrangements that led to it, potentially uncovering issues related to securities fraud, disclosure failures, or market regulation.",False
hr4822-105,True,high,"The bill directly mandates the SEC to improve disclosure requirements related to the tax effects of mutual fund transactions on performance, which falls under corporate financial disclosure and transparency rules.",False
hr757-112,True,high,"The bill directly amends the Securities Investor Protection Act of 1970, revises definitions related to customer equity in bankruptcy proceedings involving securities firms, and transfers authority related to trustee appointments to the SEC, all of which fall under the regulation of corporate financial conduct and securities markets.",True
s910-111,True,high,"The bill directly addresses accountability and monitoring of funds distributed under the Troubled Asset Relief Program (TARP), which involved significant government intervention in financial institutions and requires collection of financial data and regulatory filings to assess the effectiveness of the program, thus regulating corporate financial conduct tied to the receipt of federal assistance.",False
s1511-107,True,high,"The bill directly addresses money laundering, financial transparency (disclosure of correspondent accounts, due diligence requirements, reporting by brokers and dealers), and expands the powers of the Secretary of the Treasury to regulate financial institutions and international financial transactions, all of which fall under the scope of corporate financial conduct regulation.",True
hr4354-114,True,high,"The bill includes an amendment to the federal criminal code addressing 'fraud offenses and financial crimes' by penalizing the fraudulent wearing or display of a revoked Presidential Medal of Freedom, which falls under the scope of financial penalties related to misrepresentation.",False
hr5817-112,False,high,"The bill focuses on consumer privacy notices under the Gramm-Leach-Bliley Act, which while related to financial institutions, does not directly address corporate financial conduct like securities fraud, disclosure requirements, or SEC regulation.",False
hr5956-109,True,high,"The bill directly addresses the distribution of penalties collected in securities law enforcement actions to victims of securities law violations, and modifies requirements related to disgorgement and the use of funds obtained from penalties, thus directly regulating corporate financial conduct.",True
s220-107,True,high,"The bill directly addresses fraudulent bankruptcy schedules and financial contracts entered into with insolvent insured depository institutions, both of which relate to corporate financial conduct and potential abuses of the financial system.",True
s393-109,False,high,"While the bill concerns financial services and credit cards, it focuses on consumer education regarding credit card debt repayment and does not address corporate financial conduct, securities regulations, or the SEC.",False
hr5974-109,False,high,"The bill concerns the removal procedures for the Inspector General of the Legal Services Corporation and does not directly regulate corporate financial conduct, securities fraud, accounting, or the SEC.",False
s3005-111,True,high,"The bill directly addresses the standardization of financial data collection and research to support federal financial regulatory agencies, which is integral to the regulation of corporate financial conduct and the oversight of securities markets.",True
s2856-109,True,high,"The bill directly addresses the SEC's definition of 'broker' and modifies rules related to investment advisers, as well as including provisions on insider lending reporting requirements and enforcement authority related to financial institutions and their officers.",True
hr2623-111,True,high,"The bill directly expands the SEC's authority to investigate and penalize individuals associated with key entities in the securities industry, impacting the regulation of corporate financial conduct through oversight of those involved in securities markets and self-regulatory organizations.",True
hr858-108,True,high,"The bill amends federal criminal code to establish penalties for aggravated identity theft *during and in relation to specified felony violations, including theft from employee benefit plans and various fraud offenses*, directly regulating corporate financial conduct through the penalization of fraud-related crimes.",False
hr3194-113,False,high,"This bill focuses on judicial review of the Consumer Financial Protection Bureau's interpretations of *consumer* financial law, not corporate financial conduct, securities regulation, or the SEC.",False
hr1112-112,False,high,"While the bill concerns the financial sector and insurance producers, it focuses on licensing and multi-state qualification requirements for insurance agents and brokers, not corporate financial conduct, securities regulation, or the areas specifically outlined in the prompt.",True
hr1053-105,True,high,"The bill directly addresses securities regulation by mandating decimalization of stock quotations, impacting the transparency and efficiency of securities markets and requiring action from the SEC.",False
s1618-104,False,high,"While the bill concerns corporations as potential defendants in civil actions, it focuses on punitive damages related to volunteer services and does not address securities fraud, accounting practices, financial disclosure, insider trading, or regulation of financial markets.",True
hr3791-112,True,high,"The bill directly mandates new corporate financial disclosure requirements – specifically, reporting on the demographic distribution of employees across compensation brackets – which falls under the regulation of corporate financial conduct and is assigned to the SEC for implementation.",False
hr2473-114,False,high,"The bill focuses on the eligibility of credit unions within the Federal Home Loan Bank system and does not address corporate financial conduct, securities regulation, or the SEC.",False
hr3808-114,False,high,"The bill focuses on the membership rules of Federal Home Loan Banks and a study of their impact, which primarily concerns housing finance and banking regulation, not corporate financial conduct, securities markets, or the SEC.",False
s565-105,False,high,"The bill concerns liability for loaned vehicles to nonprofits and does not directly regulate corporate financial conduct, securities fraud, disclosure, insider trading, or the SEC.",False
s2564-113,True,high,"The bill includes provisions addressing 'fraud offenses and financial crimes' specifically related to increased penalties for fraud in foreign labor contracting when it results in sexual abuse or trafficking, and extends the statute of limitations for civil actions against perpetrators of trafficking offenses.",False
s2845-111,True,high,"While focused on travel documents, the bill directly addresses the possession, transfer, and *use* of fraudulent documents, which can be a component of financial crimes and securities fraud schemes.",False
s1963-103,True,high,"The bill amends banking laws to authorize interstate banking and branching, includes provisions related to bank holding company acquisitions and concentration limitations, and requires a report on data collection and reporting by insured depository institutions, all of which relate to the financial conduct of corporate entities.",True
hr5536-107,False,high,"While the bill concerns financial institutions (depository institutions and credit unions), its primary focus is on crime prevention and security measures related to ATMs, not on regulating corporate financial conduct like securities fraud, disclosure, or governance.",False
hr1825-107,False,high,"While the bill concerns financial statements and electronic fund transfers, it focuses on consumer protection related to debit card usage and liability for unauthorized transfers, not corporate financial conduct, securities regulation, or the SEC.",False
hr3448-113,True,high,"The bill directly addresses the regulation of securities markets by establishing a pilot program to modify tick sizes for emerging growth companies and includes provisions related to SEC authority, reporting requirements, and disclosures tied to securities trading.",True
hr3548-103,True,high,"Title III of the bill includes provisions requiring financial statements and expenditure reports from recipients of commemorative coin surcharges, and a report to Congress on the payment and expenditure of those surcharges, directly regulating the financial conduct related to these coin programs.",True
s2417-115,False,high,"Although the bill amends the Truth in Lending Act, its focus is on consumer credit and protection related to small-dollar lending, not corporate financial conduct, securities regulation, or the areas specified in the prompt.",False
hr4827-107,True,high,The bill directly addresses securities fraud by prohibiting the fraudulent recording of revenue from round trip sales of electric power and subjects issuers to liability for misleading statements related to such transactions.,True
s2247-107,True,high,"The bill directly addresses the regulation of public accounting firms, auditor quality control, financial reporting transparency, and requires corporate officer certification of financial statements, all of which fall under the scope of corporate financial conduct regulation.",True
s2679-108,True,high,"The bill amends the Racketeer Influenced and Corrupt Organizations Act to include fraud in the purchase of securities and provides for civil forfeiture of assets related to terrorist financing, directly regulating corporate financial conduct.",True
hr5027-114,True,high,"The bill directly addresses the capital stock subscriptions of member banks to the Federal Reserve System, which are considered 'securities' under the bill's subject matter and are integral to the financial stability and operation of financial institutions, impacting financial conduct.",False
hr1750-113,True,high,"The bill directly addresses SEC cost-benefit analyses of accounting principles and exempts community banks from Sarbanes-Oxley internal control assessments, both of which fall under the regulation of corporate financial conduct.",True
hr1653-105,True,high,"The bill directly addresses securities fraud and explicitly regulates private civil actions related to misrepresentations or omissions in connection with the purchase or sale of securities, amending key securities laws.",False
s1933-112,True,high,"The bill directly addresses corporate financial disclosure requirements, accounting standards, SEC review processes, and audit firm regulations specifically for 'emerging growth companies,' making it central to the regulation of corporate financial conduct.",True
hr3996-111,True,high,"The bill directly addresses corporate financial conduct through provisions on credit risk retention, enhanced SEC disclosure requirements for asset-backed securities, and restrictions on lending to insiders, as well as reforms to the powers of the SEC and the regulation of securities markets.",True
hr87-112,True,high,"The bill's explicit repeal of the Dodd-Frank Act, which contained numerous provisions regulating corporate financial conduct (securities markets, financial disclosure, SEC powers, etc.), makes it directly relevant to the regulation of corporate financial conduct.",False
hr7275-110,True,high,"The bill explicitly directs the Financial Oversight Commission to investigate the stock market and the financial services sector, including hedge funds and private equity, which directly relates to the regulation of corporate financial conduct and securities.",False
hr1387-112,False,high,"While the bill concerns financial stabilization and lending funds, it focuses on oversight of the Small Business Lending Fund and does not directly address corporate financial conduct, securities regulation, accounting practices, or SEC powers.",False
s1661-111,True,high,"The bill directly addresses the investigation and prosecution of 'misleading and fraudulent marketing practices' related to 'financial products' and 'securities,' which falls under the regulation of corporate financial conduct.",True
hr1119-116,True,high,"The bill includes provisions to create protections for depository institutions providing financial services to marijuana-related businesses and allows those businesses to claim federal tax credits/deductions and bankruptcy protections, directly impacting corporate financial conduct.",True
hr4950-114,True,high,"The bill explicitly includes advising Treasury on efforts relating to 'securities markets' and regulation affecting financial institutions, indicating a direct connection to the regulation of corporate financial conduct.",False
hr725-104,True,high,"The bill directly addresses securities fraud detection and disclosure obligations for auditors of public companies, and grants the SEC penalty powers for violations of reporting requirements related to those audits.",True
hr3736-115,False,high,"The bill focuses on capital requirements for credit unions, which are distinct from publicly traded corporations and the regulation of securities markets, and does not address securities fraud, accounting fraud, disclosure requirements, insider trading, or SEC powers.",False
s3070-115,True,high,"The bill directly reforms a key post-crisis regulatory requirement (living wills) imposed on large financial companies under Dodd-Frank, impacting their financial stability planning and oversight by the FRB, FDIC, and FSOC.",False
hr5588-107,True,high,"The bill amends federal criminal code to increase penalties for identity theft committed 'during and in relation to specified felony violations, including felonies relating to theft from employee benefit plans and various fraud offenses,' which directly regulates corporate financial conduct related to fraud and potential misuse of financial information.",False
hr1530-115,True,high,"The bill directly addresses financial disclosure and transparency requirements by mandating data standards for information reported to financial regulatory agencies, including the SEC, impacting corporate financial reporting.",True
s1914-105,True,high,"Title II directly revises definitions and regulations concerning financial instruments like swaps and repurchase agreements, and addresses the automatic stay and fraudulent transfer rules related to these instruments, while Section 214 addresses damages measurement for these instruments, all of which fall under corporate financial conduct regulation.",True
hr1062-104,True,high,"The bill extensively revises securities laws (Glass-Steagall, Securities Exchange Act, Investment Company Act, Securities Act) to allow banks to engage in securities activities, directly impacting securities regulation, corporate financial conduct, and the powers of the SEC.",True
hjres19-111,True,high,"The bill directly relates to the Emergency Economic Stabilization Act of 2008, which involved large-scale purchases of troubled assets and stabilization of the financial sector, impacting corporate financial conduct and potentially disclosure requirements related to those assets.",False
hr1574-103,True,high,"The bill directly alters the permissible activities of national banks within the securities industry, specifically regarding underwriting municipal revenue bonds, which falls under the regulation of securities markets and financial instruments.",False
hr555-104,True,high,"The bill directly addresses securities fraud, corporate financial disclosure (through forward-looking statements and audit requirements), securities litigation procedures, and reforms the powers of the SEC by mandating reporting and authorizing enforcement actions based on litigation submissions.",True
s1206-114,True,high,"The bill directly regulates the financial conduct of systemically important financial entities by restricting their activities (specifically speculative activities and derivative dealings), limiting access to federal financial assistance, and mandating potential breakups to reduce systemic risk, all of which fall under the scope of corporate financial conduct regulation.",False
hr4318-104,True,high,"The bill significantly alters the deposit insurance system and establishes a new regulatory framework (Cross-Guarantee Regulation Corporation) with powers over financial institutions, impacting financial statements, risk management, and potential fraud related to cross-guarantee contracts.",True
hr3652-110,True,high,"The bill directly addresses fraud related to defined contribution plans in bankruptcy, includes equity securities held in these plans as bankruptcy claims, and regulates executive compensation in relation to employee concessions, all of which fall under the scope of corporate financial conduct and potential securities fraud.",True
hr3868-114,True,high,"The bill directly addresses regulations under the Investment Company Act of 1940 and the Securities Act of 1933, directs the SEC to revise rules relating to business development companies, and impacts the financial disclosure and securities offering capabilities of these companies, all of which fall under the regulation of corporate financial conduct.",True
s2208-114,True,high,"The bill prohibits discrimination against survivors of violence by employers and insurers, and addresses unemployment compensation for survivors separated from work, which directly relates to corporate financial conduct and employee benefits.",True
s1526-113,True,high,"The bill directly amends the Sarbanes-Oxley Act of 2002, which is foundational legislation addressing corporate financial reporting and accounting fraud, and concerns the oversight of auditors responsible for verifying the accuracy of those reports.",False
hr2827-112,True,high,"The bill directly regulates the definition and activities of 'municipal advisors' under the Securities Exchange Act of 1934, impacting financial advice related to municipal securities and disclosure requirements, which falls under corporate financial conduct.",False
s2867-114,True,high,"The bill directly addresses public reporting and corporate governance requirements of small businesses and publicly traded companies with less than $250 million in public market capitalization, which falls under the scope of corporate financial conduct regulation.",True
hr3789-105,True,high,"The bill explicitly addresses 'securities fraud' and makes provisions inapplicable to certain 'securities-related class actions', directly regulating corporate financial conduct and securities litigation.",False
hr1341-110,True,high,"The bill directly mandates increased financial disclosure requirements for publicly traded companies by requiring them to include IRS-reported income in SEC filings, aiming for greater transparency and comparability of financial data.",True
hr4173-111,False,low,parse_error,True
s265-103,True,high,"The bill contains significant provisions amending the Federal Deposit Insurance Act (FDIA) to modify accounting objectives, standards, and requirements, disclosure by insured depository institutions, and risk-based capital standards, directly regulating corporate financial conduct and reporting.",False
s1256-116,True,high,"The bill directly addresses the disciplinary proceedings of the Public Company Accounting Oversight Board, which regulates auditors of public companies and is intrinsically tied to corporate financial reporting and accounting fraud prevention.",False
hjres113-112,False,high,"The bill focuses on tax administration and reporting requirements for interest paid to nonresident aliens, not on corporate financial conduct, securities regulation, or the SEC.",False
hr33-113,True,high,"The bill directly concerns the auditing of the Federal Reserve System, which is a key regulator of financial institutions and whose financial conduct is subject to scrutiny and reporting requirements, thus impacting corporate financial conduct indirectly through systemic regulation.",False
s1663-111,False,high,"While the bill utilizes funds from the Emergency Economic Stabilization Act of 2008 (TARP), its primary focus is on providing healthcare benefits to former Delphi employees through a VEBA and does not directly address corporate financial conduct, securities regulation, or SEC powers.",False
hr4651-105,True,high,"Title II contains amendments to financial crimes provisions of the code, including attempts to various theft and embezzlement-related prohibitions, and authorizes civil actions to enjoin counterfeiting and forgery, directly regulating corporate financial conduct.",False
s2717-107,True,high,"The bill directly addresses corporate financial conduct by increasing penalties for mail and wire fraud, enhancing penalties for ERISA violations, requiring CEO/CFO certification of financial statements, and directing the Sentencing Commission to consider stronger penalties for fraud committed by corporate officers and directors.",True
hr5251-108,True,high,"The bill directly addresses the applicability of State consumer fraud laws to national banks and their subsidiaries, and allows State attorneys general to enforce those laws against banks, impacting corporate financial conduct and potential penalties for fraud.",False
hr4718-114,True,high,"The bill directly amends the Securities Exchange Act of 1934 to require issuers to disclose gender diversity information to shareholders, which falls under corporate financial disclosure requirements.",False
hr4500-114,False,high,"While the bill concerns banking and financial institutions regulation, it specifically focuses on reducing reporting requirements for community banks and does not address securities fraud, accounting fraud, corporate financial disclosure, insider trading, securities market regulation, SEC powers, or corporate governance tied to financial reporting.",False
s3709-112,True,high,"The bill directly examines potential economic benefits received by large financial institutions due to perceived or actual federal support, which implicates the fairness and transparency of securities markets and financial instruments, and could reveal issues related to financial disclosure.",False
hr3009-113,True,high,"The bill directly addresses the protection of investors in futures contracts, establishes a corporation modeled after SIPC to protect those investors, and grants the CFTC enforcement powers related to suitability rules and account class guidelines, all of which fall under the regulation of securities markets and financial instruments.",True
s1215-104,False,high,"The bill focuses on crime prevention and community development through grants and coordination with local police, with no provisions directly addressing corporate financial conduct, securities regulations, or the SEC.",False
hr6638-115,True,high,"The bill directly mandates new corporate financial disclosure requirements related to cybersecurity expertise on governing bodies, which is tied to corporate governance rules and impacts financial reporting to the SEC.",False
